1502,1622,1628,1624,1637,1633,1670,1610,1608,1614,1651,1636,1599,1644,1537,1651,1632,1618,1530,1625,1668,1669,1597,1581,1574,1625,1617,1597,1649,1634,1622,1666,1640,1702,1632,1666,1611,1683,1574,1659
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
