1541,1597,1638,1640,1567,1530,1576,1656,1592,1581,1564,1479,1569,1612,1598,1582,1548,1587,1601,1562,1610,1574,1655,1638,1608,1594,1514,1538,1599,1590,1573,1599,1602,1652,1601,1632,1681,1591,1616,1624
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
