1627,1494,1506,1629,1532,1482,1476,1528,1603,1480,1552,1508,1529,1478,1539,1465,1549,1619,1545,1552,1534,1520,1566,1619,1538,1434,1464,1509,1551,1544,1557,1576,1538,1509,1562,1533,1495,1496,1520,1522
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
