# GameN, gameLength, gameElo, minBase, dinBase
1.0,121.0,1400.0,4.5,17.0
2.0,170.0,1400.0,5.5,16.2
3.0,122.0,1407.6,4.1,17.4
4.0,178.0,1414.3,3.6,17.7
5.0,128.0,1420.2,5.0,16.6
6.0,138.0,1425.7,3.6,17.5
7.0,132.0,1430.8,3.4,17.9
8.0,102.0,1435.5,4.8,16.7
9.0,126.0,1440.0,4.4,17.0
10.0,173.0,1444.3,6.9,14.9
11.0,147.0,1448.3,4.8,16.6
12.0,106.0,1452.2,4.4,17.0
13.0,129.0,1455.9,5.3,16.3
14.0,144.0,1459.4,5.6,15.8
15.0,103.0,1462.9,3.4,17.9
16.0,120.0,1466.2,4.2,17.4
17.0,104.0,1469.4,4.8,16.6
18.0,114.0,1472.5,7.3,14.0
19.0,248.0,1475.5,5.9,15.5
20.0,187.0,1478.4,5.5,15.9
21.0,136.0,1481.2,4.9,16.5
22.0,300.0,1484.0,5.3,15.9
23.0,92.0,1486.7,5.3,16.5
24.0,101.0,1486.5,4.5,17.0
25.0,126.0,1463.7,4.6,16.7
26.0,184.0,1488.9,3.3,18.1
27.0,57.0,1466.3,3.3,17.9
28.0,90.0,1490.6,5.8,15.8
29.0,164.0,1468.2,4.0,17.5
30.0,111.0,1470.9,3.9,17.6
31.0,106.0,1494.2,6.3,15.2
32.0,183.0,1496.5,3.7,17.5
33.0,150.0,1498.8,5.2,16.1
34.0,140.0,1501.1,4.4,16.9
35.0,66.0,1503.3,4.2,17.1
36.0,121.0,1522.4,4.1,17.2
37.0,122.0,1539.2,5.2,16.3
38.0,132.0,1540.9,5.6,15.7
39.0,165.0,1542.6,4.4,16.9
40.0,131.0,1544.3,4.4,16.9
41.0,178.0,1546.0,4.4,16.9
42.0,145.0,1560.1,4.3,17.0
43.0,147.0,1561.6,5.1,16.5
44.0,123.0,1541.9,3.6,17.7
45.0,120.0,1543.6,5.1,16.3
46.0,300.0,1518.1,7.1,14.4
47.0,112.0,1540.7,4.1,17.3
48.0,152.0,1555.2,5.7,15.8
49.0,134.0,1568.1,4.5,16.7
50.0,146.0,1569.5,4.9,16.4
51.0,189.0,1550.0,5.2,16.3
52.0,75.0,1551.5,3.6,17.7
53.0,85.0,1534.2,5.8,15.6
54.0,127.0,1518.9,4.6,17.0
55.0,123.0,1542.0,3.7,17.6
56.0,102.0,1543.5,4.8,16.6
57.0,85.0,1519.4,3.3,18.0
58.0,116.0,1534.0,4.2,17.2
59.0,215.0,1511.0,5.6,15.7
60.0,97.0,1526.4,4.1,17.5
61.0,161.0,1528.0,4.9,16.7
62.0,122.0,1505.9,4.7,16.7
63.0,66.0,1507.8,2.7,18.5
64.0,102.0,1487.9,5.1,16.3
65.0,141.0,1471.1,4.3,17.1
66.0,147.0,1473.3,4.1,17.4
67.0,111.0,1491.5,5.1,16.0
68.0,300.0,1513.7,5.8,15.7
69.0,103.0,1515.4,3.3,18.0
70.0,300.0,1513.0,5.8,15.8
71.0,300.0,1528.2,6.8,14.6
72.0,300.0,1510.7,7.4,14.2
73.0,108.0,1490.8,3.4,17.9
74.0,131.0,1511.5,4.8,16.5
75.0,118.0,1495.8,4.3,17.2
76.0,68.0,1497.7,4.8,16.5
77.0,182.0,1483.0,4.8,16.6
78.0,70.0,1503.3,3.9,17.7
79.0,132.0,1522.8,4.0,17.4
80.0,79.0,1506.6,3.5,17.7
81.0,300.0,1525.5,6.1,15.3
82.0,116.0,1506.4,5.1,16.3
83.0,129.0,1524.3,5.5,15.9
84.0,300.0,1525.9,8.5,13.1
85.0,113.0,1527.4,4.8,16.8
86.0,126.0,1511.4,4.7,16.9
87.0,300.0,1494.8,6.0,15.5
88.0,105.0,1481.2,4.3,17.2
89.0,108.0,1501.5,3.8,17.5
90.0,151.0,1503.2,4.9,16.6
91.0,145.0,1520.0,5.2,16.2
92.0,68.0,1521.6,3.8,17.5
93.0,300.0,1504.3,7.7,13.9
94.0,172.0,1520.0,5.0,16.4
95.0,162.0,1521.3,5.4,16.3
96.0,69.0,1522.8,4.6,16.6
97.0,300.0,1507.9,6.1,15.4
98.0,82.0,1509.5,3.8,17.5
99.0,84.0,1526.0,3.7,17.8
100.0,142.0,1509.7,3.3,18.1
101.0,76.0,1493.7,2.9,18.3
102.0,112.0,1477.3,3.3,17.9
103.0,300.0,1496.7,5.7,15.7
104.0,300.0,1480.2,6.9,14.7
105.0,215.0,1482.1,4.1,17.3
106.0,112.0,1498.2,4.4,17.2
107.0,98.0,1484.1,3.4,17.8
108.0,148.0,1468.3,5.3,16.2
109.0,102.0,1487.0,4.0,17.2
110.0,278.0,1505.1,6.5,15.0
111.0,122.0,1490.5,5.4,15.9
112.0,97.0,1477.2,4.6,16.8
113.0,112.0,1479.0,3.2,18.2
114.0,134.0,1466.8,4.7,16.5
115.0,71.0,1452.7,2.7,18.5
116.0,300.0,1470.3,5.5,15.8
117.0,120.0,1457.6,3.8,17.5
118.0,111.0,1474.4,4.5,16.9
119.0,100.0,1461.3,4.0,17.4
120.0,99.0,1446.9,4.0,17.4
121.0,121.0,1466.9,4.2,17.1
122.0,112.0,1468.8,3.7,17.7
123.0,300.0,1456.5,5.8,15.6
124.0,112.0,1473.1,3.0,18.3
125.0,70.0,1487.9,4.1,17.0
126.0,116.0,1505.1,3.3,17.9
127.0,111.0,1518.8,3.3,18.0
128.0,300.0,1532.4,5.0,16.4
129.0,300.0,1514.6,6.1,15.3
130.0,149.0,1515.8,5.6,15.9
131.0,171.0,1529.0,4.2,17.3
132.0,106.0,1530.3,4.3,17.1
133.0,237.0,1516.2,5.4,16.1
134.0,108.0,1532.8,4.5,16.9
135.0,122.0,1517.7,4.7,16.7
136.0,130.0,1533.2,3.9,17.5
137.0,95.0,1534.5,4.3,17.1
138.0,90.0,1549.5,4.1,17.4
139.0,103.0,1563.0,3.5,17.7
140.0,103.0,1547.0,4.1,17.1
141.0,95.0,1560.0,5.1,16.3
142.0,300.0,1570.5,5.5,16.0
143.0,255.0,1571.6,5.4,16.0
144.0,172.0,1555.9,4.2,17.2
145.0,74.0,1528.2,4.8,16.4
146.0,155.0,1541.3,4.4,17.1
147.0,166.0,1527.0,5.4,16.0
148.0,82.0,1510.7,5.9,15.3
149.0,134.0,1522.7,4.0,17.4
150.0,300.0,1524.0,5.7,15.7
151.0,300.0,1537.2,6.4,15.0
152.0,115.0,1533.8,4.0,17.6
153.0,139.0,1531.8,5.9,15.6
154.0,261.0,1547.1,8.1,13.3
155.0,300.0,1561.1,6.0,15.4
156.0,92.0,1547.3,5.0,16.3
157.0,50.0,1532.4,3.9,17.5
158.0,300.0,1519.3,7.6,13.9
159.0,146.0,1535.5,3.8,17.5
160.0,300.0,1547.6,7.3,14.2
161.0,128.0,1548.8,3.7,17.7
162.0,122.0,1545.1,4.0,17.4
163.0,91.0,1559.1,3.3,18.0
164.0,111.0,1569.2,4.0,17.4
165.0,124.0,1582.7,3.3,18.0
166.0,300.0,1566.6,5.6,15.8
167.0,105.0,1576.0,3.5,17.7
168.0,91.0,1570.9,4.3,17.1
169.0,140.0,1581.0,3.6,17.7
170.0,300.0,1567.2,7.0,14.4
171.0,110.0,1548.6,4.7,16.7
172.0,148.0,1545.2,4.4,16.9
173.0,119.0,1531.4,3.7,17.6
174.0,81.0,1543.3,6.1,15.5
175.0,106.0,1544.5,4.0,17.3
176.0,142.0,1555.4,5.1,16.4
177.0,159.0,1569.2,5.2,16.2
178.0,141.0,1551.4,5.0,16.5
179.0,115.0,1561.0,4.9,16.8
180.0,121.0,1570.8,3.6,17.8
181.0,300.0,1579.9,6.6,14.9
182.0,129.0,1594.3,4.4,16.9
183.0,300.0,1603.1,5.0,16.4
184.0,112.0,1614.5,4.5,16.9
185.0,300.0,1622.3,6.5,15.0
186.0,300.0,1602.2,7.1,14.3
187.0,94.0,1615.5,4.2,17.3
188.0,300.0,1596.9,6.9,14.7
189.0,81.0,1609.9,2.5,18.6
190.0,76.0,1621.8,3.6,17.7
191.0,143.0,1632.4,4.1,17.2
192.0,300.0,1643.9,6.2,15.3
193.0,155.0,1651.9,4.1,17.3
194.0,75.0,1648.8,3.7,17.5
195.0,300.0,1658.8,4.9,16.5
196.0,171.0,1668.9,3.5,17.8
197.0,300.0,1664.3,5.2,16.1
198.0,117.0,1673.8,3.1,18.4
199.0,130.0,1647.7,3.0,18.4
200.0,108.0,1657.2,5.7,16.0
201.0,105.0,1666.0,3.3,18.0
202.0,110.0,1675.0,5.5,16.1
203.0,300.0,1656.6,5.6,15.9
204.0,300.0,1657.2,8.0,13.6
205.0,151.0,1666.1,4.9,16.6
206.0,114.0,1679.6,4.0,17.3
207.0,172.0,1680.1,3.8,17.5
208.0,154.0,1661.9,6.4,15.0
209.0,78.0,1667.5,3.3,18.1
210.0,300.0,1668.1,5.6,16.0
211.0,145.0,1654.7,4.2,17.1
212.0,151.0,1662.0,3.8,17.8
213.0,300.0,1668.3,6.0,15.3
214.0,300.0,1676.3,6.4,15.1
215.0,300.0,1689.3,5.8,15.7
216.0,148.0,1688.3,4.9,16.6
217.0,108.0,1670.5,4.7,16.7
218.0,88.0,1651.0,4.2,17.4
219.0,68.0,1657.3,3.2,18.2
220.0,101.0,1666.5,3.6,17.8
221.0,126.0,1674.6,4.9,16.3
222.0,138.0,1655.6,4.8,16.7
223.0,136.0,1661.2,3.6,17.7
224.0,130.0,1661.7,4.3,17.2
225.0,122.0,1667.5,3.4,17.7
226.0,98.0,1675.2,4.1,17.3
227.0,134.0,1661.9,3.4,17.8
228.0,152.0,1669.7,5.9,15.4
229.0,121.0,1649.3,3.3,18.0
230.0,124.0,1633.0,3.3,18.2
231.0,103.0,1615.9,3.0,18.2
232.0,137.0,1597.6,3.7,17.4
233.0,97.0,1578.9,4.3,17.2
234.0,73.0,1586.9,4.3,17.1
235.0,247.0,1571.7,3.8,17.5
236.0,94.0,1583.5,4.3,17.0
237.0,92.0,1573.3,5.1,16.2
238.0,183.0,1558.3,3.9,17.3
239.0,149.0,1568.1,4.6,16.9
240.0,91.0,1576.8,3.5,17.8
241.0,76.0,1567.6,3.7,17.5
242.0,150.0,1578.7,4.5,16.8
243.0,73.0,1569.2,3.2,18.2
244.0,65.0,1580.5,3.5,17.8
245.0,120.0,1596.8,5.0,16.3
246.0,110.0,1606.8,3.6,17.7
247.0,132.0,1591.6,3.6,17.8
248.0,300.0,1602.7,6.0,15.5
249.0,119.0,1584.5,3.1,18.2
250.0,182.0,1592.3,5.0,16.3
251.0,156.0,1600.5,5.9,15.6
252.0,114.0,1610.5,2.9,18.3
253.0,125.0,1611.3,4.3,17.3
254.0,115.0,1618.0,4.3,17.0
255.0,121.0,1607.3,3.4,17.9
256.0,107.0,1616.8,4.0,17.3
257.0,124.0,1627.6,3.5,17.8
258.0,127.0,1613.3,3.5,17.9
259.0,300.0,1623.2,4.9,16.4
260.0,135.0,1604.5,3.3,18.0
261.0,136.0,1601.3,4.4,17.1
262.0,167.0,1608.7,4.7,16.6
263.0,300.0,1618.4,7.6,14.1
264.0,136.0,1629.3,2.6,18.7
265.0,103.0,1643.3,2.4,18.8
266.0,195.0,1643.9,4.3,17.1
267.0,89.0,1651.8,4.7,16.7
268.0,187.0,1665.1,3.1,18.2
269.0,200.0,1649.1,4.9,16.6
270.0,164.0,1662.1,3.8,17.5
271.0,140.0,1643.2,3.5,18.0
272.0,116.0,1643.8,3.9,17.3
273.0,167.0,1650.6,4.2,17.1
274.0,163.0,1658.5,3.4,17.8
275.0,129.0,1665.6,5.7,15.9
276.0,113.0,1674.5,4.9,16.4
277.0,165.0,1679.7,4.0,17.3
278.0,300.0,1684.8,6.0,15.5
279.0,300.0,1693.9,5.4,16.1
280.0,81.0,1692.8,3.5,17.8
281.0,183.0,1685.3,4.3,17.2
282.0,118.0,1669.3,3.8,17.5
283.0,188.0,1675.2,3.8,17.6
284.0,300.0,1686.9,4.4,17.0
285.0,89.0,1668.7,2.6,18.8
286.0,177.0,1678.1,4.3,17.2
287.0,117.0,1684.9,4.1,17.2
288.0,106.0,1690.3,3.8,17.6
289.0,85.0,1670.9,4.6,17.0
290.0,300.0,1678.0,7.2,14.3
291.0,127.0,1678.5,4.3,17.1
292.0,72.0,1675.3,4.5,16.8
293.0,87.0,1656.5,3.9,17.4
294.0,300.0,1666.9,5.2,16.1
295.0,300.0,1652.1,6.1,15.5
296.0,84.0,1659.5,3.2,18.1
297.0,260.0,1669.6,6.4,15.1
298.0,300.0,1652.4,6.1,15.3
299.0,124.0,1662.6,5.1,16.4
300.0,90.0,1648.1,2.9,18.2
301.0,202.0,1636.9,4.8,16.5
302.0,149.0,1625.3,4.6,16.7
303.0,300.0,1632.4,6.9,14.6
304.0,150.0,1641.8,4.9,16.7
305.0,155.0,1631.1,4.8,16.7
306.0,145.0,1644.1,5.1,16.5
307.0,128.0,1628.9,3.1,18.2
308.0,134.0,1615.6,3.9,17.5
309.0,79.0,1600.1,5.9,15.7
310.0,134.0,1589.9,4.0,17.3
311.0,115.0,1603.9,3.6,17.8
312.0,154.0,1604.7,4.1,17.3
313.0,176.0,1614.0,5.3,16.2
314.0,115.0,1626.8,4.4,17.1
315.0,164.0,1634.7,4.6,16.9
316.0,100.0,1624.8,4.5,17.0
317.0,94.0,1630.9,4.3,17.1
318.0,113.0,1618.2,2.8,18.4
319.0,159.0,1625.5,2.9,18.3
320.0,122.0,1637.4,3.1,18.3
321.0,87.0,1643.9,4.0,17.2
322.0,158.0,1628.2,4.4,17.0
323.0,154.0,1615.5,2.8,18.3
324.0,171.0,1603.7,4.5,16.9
325.0,300.0,1616.2,5.1,16.3
326.0,128.0,1600.6,3.8,17.5
327.0,110.0,1590.8,5.2,16.5
328.0,116.0,1603.8,4.4,16.8
329.0,79.0,1592.8,3.1,18.1
330.0,163.0,1579.4,3.1,18.1
331.0,300.0,1590.3,4.4,16.9
332.0,300.0,1580.2,5.1,16.2
333.0,216.0,1569.8,5.2,16.1
334.0,86.0,1572.4,3.5,17.7
335.0,145.0,1580.6,2.9,18.5
336.0,300.0,1571.1,6.1,15.5
337.0,108.0,1560.9,4.2,17.2
338.0,300.0,1549.9,4.8,16.7
339.0,300.0,1543.0,5.6,15.8
340.0,140.0,1546.7,4.2,17.1
341.0,124.0,1559.8,4.0,17.3
342.0,157.0,1549.9,3.4,17.9
343.0,124.0,1564.2,4.2,17.0
344.0,142.0,1549.3,3.7,17.5
345.0,138.0,1558.6,3.8,17.6
346.0,155.0,1545.6,4.6,16.7
347.0,178.0,1554.3,4.4,17.1
348.0,300.0,1544.9,5.3,16.1
349.0,99.0,1533.5,3.8,17.5
350.0,112.0,1525.1,4.1,17.2
351.0,137.0,1516.5,3.6,17.9
352.0,84.0,1502.3,3.4,18.0
353.0,126.0,1512.8,3.2,18.2
354.0,132.0,1528.4,3.5,17.8
355.0,252.0,1539.6,5.6,15.9
356.0,180.0,1548.2,3.4,18.0
357.0,99.0,1537.7,3.4,17.7
358.0,300.0,1531.4,5.3,16.1
359.0,123.0,1540.0,3.6,17.7
360.0,300.0,1539.0,5.6,15.9
361.0,99.0,1549.5,3.9,17.5
362.0,300.0,1562.3,4.5,16.8
363.0,139.0,1550.2,5.7,15.9
364.0,199.0,1535.0,5.5,15.8
365.0,106.0,1524.4,4.6,16.8
366.0,109.0,1514.2,5.4,16.0
367.0,300.0,1529.1,4.7,16.7
368.0,212.0,1543.6,5.0,16.6
369.0,97.0,1557.2,3.0,18.1
370.0,170.0,1567.6,4.3,17.1
371.0,300.0,1577.4,5.4,15.9
372.0,99.0,1570.3,3.6,17.7
373.0,300.0,1570.5,4.6,16.8
374.0,194.0,1579.6,4.5,16.9
375.0,62.0,1567.5,1.9,19.3
376.0,141.0,1575.5,4.8,16.8
377.0,107.0,1563.7,3.9,17.3
378.0,300.0,1548.8,4.9,16.6
379.0,122.0,1556.9,4.7,16.7
380.0,300.0,1553.2,5.3,16.2
381.0,75.0,1538.5,3.6,17.7
382.0,175.0,1548.4,4.0,17.3
383.0,155.0,1558.1,3.4,18.0
384.0,85.0,1544.4,3.8,17.5
385.0,156.0,1534.1,4.4,17.0
386.0,105.0,1520.7,3.5,17.8
387.0,300.0,1531.0,5.7,15.7
388.0,167.0,1522.2,3.4,18.1
389.0,110.0,1535.0,4.5,16.7
390.0,114.0,1549.1,3.2,18.1
391.0,99.0,1538.0,4.2,17.5
392.0,69.0,1525.5,2.1,19.0
393.0,87.0,1515.5,5.2,16.0
394.0,100.0,1503.1,2.8,18.5
395.0,300.0,1494.6,5.8,15.7
396.0,213.0,1488.1,4.4,17.1
397.0,109.0,1483.5,4.9,16.5
398.0,95.0,1475.1,4.2,17.1
399.0,103.0,1489.4,4.5,17.1
400.0,123.0,1503.2,4.2,17.0
401.0,104.0,1493.8,3.1,18.1
402.0,300.0,1507.3,4.7,16.7
403.0,106.0,1495.6,3.1,18.1
404.0,216.0,1507.0,6.1,15.3
405.0,93.0,1500.5,3.0,18.2
406.0,142.0,1489.5,2.7,18.5
407.0,142.0,1502.7,5.0,16.6
408.0,121.0,1520.2,4.1,17.2
409.0,126.0,1508.7,4.8,16.6
