1293,1660,1662,1666,1707,1718,1709,1754,1672,1736,1695,1681,1684,1729,1808,1747,1758,1750,1691,1701,1649,1598,1618,1710,1738,1651,1767,1779,1689,1569,1715,1715,1638,1611,1593,1580,1666,1716,1737,1728,1793,1743
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
