# GameN, gameLength, gameElo
1.0,142.0,2000.0
2.0,189.0,2000.0
3.0,139.0,2000.3
4.0,118.0,2000.5
5.0,174.0,2000.7
6.0,110.0,2000.9
7.0,112.0,2001.1
8.0,208.0,2001.3
9.0,208.0,1971.8
10.0,165.0,1972.0
11.0,174.0,1972.2
12.0,159.0,1972.4
13.0,103.0,1972.6
14.0,112.0,1972.8
15.0,116.0,1973.0
16.0,143.0,1973.2
17.0,121.0,1973.4
18.0,129.0,1973.5
19.0,98.0,1973.7
20.0,125.0,1973.9
21.0,111.0,1974.1
22.0,106.0,1974.2
23.0,110.0,1974.4
24.0,97.0,1974.6
25.0,110.0,1997.1
26.0,67.0,2016.6
27.0,126.0,2033.5
28.0,127.0,2048.2
29.0,90.0,2061.2
30.0,119.0,2061.3
31.0,105.0,2030.1
32.0,140.0,2044.7
33.0,123.0,2044.8
34.0,154.0,2044.9
35.0,96.0,2045.0
36.0,144.0,2057.7
37.0,109.0,2057.8
38.0,104.0,2057.9
39.0,130.0,2058.0
40.0,91.0,2058.0
41.0,140.0,2069.1
42.0,112.0,2069.1
43.0,136.0,2030.0
44.0,121.0,2012.6
45.0,95.0,2012.7
46.0,110.0,2036.1
47.0,156.0,2047.2
48.0,119.0,2047.3
49.0,109.0,2047.4
50.0,77.0,2029.4
51.0,208.0,2029.5
52.0,128.0,2002.7
53.0,116.0,1988.2
54.0,136.0,1988.3
55.0,79.0,1988.5
56.0,78.0,1988.6
57.0,96.0,1952.1
58.0,122.0,1977.5
59.0,104.0,2000.3
60.0,101.0,2020.8
61.0,167.0,2020.9
62.0,104.0,1996.8
63.0,70.0,2010.8
64.0,181.0,2010.9
65.0,139.0,2011.0
66.0,125.0,2011.1
67.0,111.0,2027.9
68.0,118.0,2028.0
69.0,88.0,2043.0
70.0,77.0,2019.2
71.0,67.0,2033.8
72.0,92.0,2046.0
73.0,125.0,2027.9
74.0,88.0,2045.9
75.0,137.0,2058.4
76.0,89.0,2069.7
77.0,142.0,2079.7
78.0,84.0,2055.8
79.0,95.0,2065.9
80.0,121.0,2080.8
81.0,79.0,2060.8
82.0,151.0,2060.9
83.0,143.0,2070.2
84.0,137.0,2070.3
85.0,121.0,2045.8
86.0,81.0,2057.9
87.0,102.0,2074.4
88.0,110.0,2084.7
89.0,134.0,2098.6
90.0,107.0,2106.9
91.0,117.0,2082.2
92.0,112.0,2059.2
93.0,88.0,2059.3
94.0,101.0,2070.6
95.0,102.0,2038.5
96.0,116.0,2053.6
97.0,105.0,2069.1
98.0,125.0,2069.2
99.0,108.0,2047.7
100.0,85.0,2047.7
101.0,81.0,2059.7
102.0,109.0,2070.6
103.0,233.0,2049.2
104.0,114.0,2034.4
105.0,68.0,2036.7
106.0,124.0,2016.4
107.0,126.0,1998.3
108.0,94.0,2013.0
109.0,65.0,2026.3
110.0,115.0,2007.5
111.0,97.0,2022.7
112.0,85.0,2004.9
113.0,96.0,1990.6
114.0,92.0,2005.8
115.0,80.0,1988.1
116.0,65.0,1971.9
117.0,93.0,1991.9
118.0,172.0,1979.7
119.0,75.0,1997.6
120.0,99.0,2014.0
121.0,128.0,1997.6
122.0,86.0,2013.1
123.0,110.0,1996.9
124.0,173.0,2010.9
125.0,96.0,1995.6
126.0,167.0,1995.7
127.0,56.0,1981.7
128.0,118.0,1969.0
129.0,121.0,1987.0
130.0,105.0,1972.5
131.0,129.0,1989.6
132.0,94.0,1989.7
133.0,125.0,1989.8
134.0,88.0,2004.9
135.0,71.0,1993.2
136.0,124.0,2008.5
137.0,119.0,1997.1
138.0,149.0,1997.2
139.0,230.0,1996.7
140.0,146.0,1986.3
141.0,89.0,2000.8
142.0,102.0,2000.9
143.0,108.0,1986.7
144.0,76.0,1971.6
145.0,107.0,1988.1
146.0,202.0,1973.9
147.0,66.0,1974.0
148.0,83.0,1988.9
149.0,98.0,1989.0
150.0,113.0,2002.6
151.0,106.0,2015.0
152.0,85.0,2000.2
153.0,118.0,2015.0
154.0,128.0,2027.0
155.0,155.0,2009.5
156.0,239.0,2021.1
157.0,76.0,2006.7
158.0,117.0,2019.0
159.0,46.0,2004.2
160.0,171.0,2004.3
161.0,146.0,1991.1
162.0,158.0,1979.1
163.0,269.0,1970.1
164.0,73.0,1959.4
165.0,93.0,1961.3
166.0,112.0,1949.5
167.0,125.0,1965.7
168.0,82.0,1978.4
169.0,107.0,1965.6
170.0,180.0,1955.6
171.0,100.0,1955.7
172.0,116.0,1975.5
173.0,123.0,1975.6
174.0,138.0,1975.7
175.0,120.0,1991.2
176.0,94.0,1991.3
177.0,90.0,1991.3
178.0,120.0,1979.1
179.0,172.0,1979.2
180.0,138.0,1965.5
181.0,69.0,1982.0
182.0,124.0,1982.1
183.0,96.0,1972.9
184.0,128.0,1960.4
185.0,111.0,1972.5
186.0,97.0,1959.8
187.0,111.0,1951.7
188.0,132.0,1951.8
189.0,115.0,1951.9
190.0,154.0,1967.4
191.0,207.0,1982.8
192.0,185.0,1969.6
193.0,105.0,1961.5
194.0,66.0,1974.5
195.0,81.0,1962.9
196.0,105.0,1963.0
197.0,115.0,1950.7
198.0,75.0,1950.8
199.0,93.0,1939.5
200.0,143.0,1931.1
201.0,99.0,1921.6
202.0,104.0,1914.1
203.0,92.0,1907.0
204.0,87.0,1897.2
205.0,230.0,1887.2
206.0,70.0,1878.4
207.0,71.0,1896.1
208.0,132.0,1883.6
209.0,115.0,1902.5
210.0,103.0,1920.1
211.0,73.0,1935.7
212.0,84.0,1922.2
213.0,54.0,1915.2
214.0,114.0,1908.6
215.0,151.0,1899.1
216.0,62.0,1887.5
217.0,84.0,1895.2
218.0,216.0,1884.9
219.0,78.0,1901.4
220.0,122.0,1918.5
221.0,140.0,1932.6
222.0,207.0,1946.7
223.0,173.0,1935.4
224.0,175.0,1954.5
225.0,162.0,1965.8
226.0,66.0,1983.8
227.0,62.0,1997.2
228.0,105.0,2008.3
229.0,75.0,2024.4
230.0,197.0,2036.5
231.0,125.0,2020.2
232.0,135.0,2029.9
233.0,114.0,2012.5
234.0,108.0,1998.9
235.0,134.0,2009.8
236.0,78.0,2009.9
237.0,133.0,1996.9
238.0,127.0,1982.0
239.0,94.0,1967.2
240.0,117.0,1981.8
241.0,117.0,1970.4
242.0,133.0,1957.2
243.0,65.0,1974.6
244.0,145.0,1974.7
245.0,141.0,1988.9
246.0,134.0,1999.6
247.0,143.0,1987.1
248.0,176.0,1987.2
249.0,60.0,2000.8
250.0,121.0,1988.3
251.0,93.0,2001.9
252.0,84.0,2002.0
253.0,159.0,2014.5
254.0,101.0,2029.2
255.0,143.0,2040.1
256.0,150.0,2050.3
257.0,121.0,2050.3
258.0,89.0,2058.2
259.0,118.0,2042.4
260.0,139.0,2053.5
261.0,296.0,2038.7
262.0,108.0,2026.0
263.0,164.0,2040.3
264.0,152.0,2040.4
265.0,71.0,2053.7
266.0,124.0,2066.3
267.0,199.0,2074.8
268.0,107.0,2059.1
269.0,118.0,2054.6
270.0,79.0,2040.4
271.0,92.0,2023.6
272.0,127.0,2035.8
273.0,106.0,2044.8
274.0,108.0,2028.4
275.0,106.0,2041.2
276.0,128.0,2050.1
277.0,104.0,2037.9
278.0,147.0,2038.0
279.0,280.0,2051.2
280.0,171.0,2035.7
281.0,89.0,2023.2
282.0,133.0,2010.4
283.0,89.0,1995.8
284.0,99.0,2009.1
285.0,221.0,2018.6
286.0,128.0,2031.9
287.0,112.0,2018.4
288.0,79.0,2027.5
289.0,99.0,2011.8
290.0,113.0,1998.2
291.0,82.0,1998.3
292.0,121.0,1987.5
293.0,98.0,1997.8
294.0,38.0,2009.8
295.0,97.0,2021.0
296.0,117.0,2006.7
297.0,102.0,2019.1
298.0,219.0,2005.4
299.0,140.0,2016.3
300.0,158.0,2028.1
301.0,88.0,2015.1
302.0,121.0,2002.9
303.0,121.0,1991.5
304.0,109.0,1991.6
305.0,88.0,1981.6
306.0,83.0,1971.3
307.0,156.0,1984.3
308.0,63.0,1984.4
309.0,53.0,1973.8
310.0,101.0,1986.8
311.0,83.0,1998.6
312.0,145.0,1987.9
313.0,69.0,1976.5
314.0,84.0,1989.0
315.0,99.0,1978.0
316.0,107.0,1968.4
317.0,93.0,1957.3
318.0,113.0,1948.8
319.0,99.0,1961.0
320.0,126.0,1947.8
321.0,64.0,1939.9
322.0,141.0,1952.7
323.0,58.0,1965.7
324.0,102.0,1981.0
325.0,146.0,1994.3
326.0,101.0,1983.2
327.0,87.0,1993.8
328.0,128.0,2004.1
329.0,111.0,2014.8
330.0,206.0,2024.6
331.0,129.0,2024.7
332.0,82.0,2014.1
333.0,90.0,2023.3
334.0,142.0,2031.8
335.0,124.0,2020.3
336.0,114.0,2033.2
337.0,159.0,2018.6
338.0,95.0,2029.7
339.0,117.0,2015.7
340.0,86.0,2002.6
341.0,75.0,1988.5
342.0,102.0,1976.6
343.0,126.0,1986.8
344.0,146.0,1973.6
345.0,133.0,1960.9
346.0,103.0,1973.4
347.0,200.0,1960.1
348.0,100.0,1949.6
349.0,196.0,1951.0
350.0,128.0,1939.5
351.0,113.0,1942.8
352.0,294.0,1942.9
353.0,118.0,1956.4
354.0,90.0,1955.7
355.0,87.0,1942.9
356.0,112.0,1954.9
357.0,106.0,1943.2
358.0,70.0,1931.7
359.0,64.0,1921.0
360.0,136.0,1909.8
361.0,196.0,1923.0
362.0,97.0,1912.1
363.0,181.0,1927.7
364.0,109.0,1941.2
365.0,152.0,1952.5
366.0,87.0,1967.1
367.0,93.0,1957.8
368.0,148.0,1972.8
369.0,121.0,1983.4
370.0,123.0,1983.5
371.0,116.0,1993.8
372.0,64.0,1980.2
373.0,112.0,1990.7
374.0,155.0,2001.6
375.0,172.0,1989.0
376.0,195.0,1975.9
377.0,150.0,1989.0
378.0,113.0,1999.6
379.0,108.0,1989.5
380.0,110.0,1977.8
381.0,125.0,1966.1
382.0,64.0,1955.1
383.0,81.0,1968.6
384.0,77.0,1958.9
385.0,132.0,1970.6
386.0,256.0,1959.0
387.0,59.0,1970.8
388.0,122.0,1983.4
389.0,127.0,1970.7
390.0,65.0,1962.2
391.0,102.0,1951.8
392.0,110.0,1964.2
393.0,117.0,1955.5
394.0,93.0,1966.3
395.0,99.0,1966.4
396.0,127.0,1978.0
397.0,252.0,1967.4
398.0,91.0,1955.8
399.0,135.0,1944.9
400.0,115.0,1935.1
401.0,117.0,1924.4
402.0,85.0,1913.4
403.0,202.0,1926.5
404.0,136.0,1918.4
405.0,116.0,1933.5
406.0,170.0,1921.6
407.0,100.0,1932.8
408.0,132.0,1943.3
409.0,109.0,1946.0
410.0,116.0,1937.5
411.0,91.0,1949.8
412.0,124.0,1938.8
413.0,146.0,1953.5
414.0,114.0,1967.1
415.0,90.0,1967.2
416.0,243.0,1978.0
417.0,129.0,1988.6
418.0,162.0,1976.4
419.0,133.0,1963.4
420.0,97.0,1975.5
421.0,45.0,1986.3
422.0,83.0,1996.1
423.0,158.0,1987.2
424.0,88.0,1996.7
425.0,92.0,2005.9
426.0,175.0,2015.4
427.0,125.0,2024.1
428.0,116.0,2034.3
429.0,142.0,2034.3
430.0,91.0,2042.6
431.0,116.0,2050.2
432.0,106.0,2059.1
433.0,88.0,2069.3
434.0,94.0,2080.4
435.0,61.0,2086.2
436.0,58.0,2070.5
437.0,188.0,2056.3
438.0,219.0,2063.5
439.0,144.0,2052.5
440.0,118.0,2063.0
441.0,183.0,2071.2
442.0,83.0,2080.2
443.0,102.0,2087.7
444.0,196.0,2072.5
445.0,121.0,2058.7
446.0,127.0,2047.4
447.0,111.0,2033.0
448.0,103.0,2043.5
449.0,95.0,2030.9
450.0,107.0,2037.8
451.0,102.0,2025.7
452.0,86.0,2012.9
453.0,106.0,2023.2
454.0,62.0,2012.5
455.0,98.0,2024.8
456.0,100.0,2010.0
457.0,92.0,1996.5
458.0,86.0,2007.4
459.0,121.0,2017.3
460.0,88.0,2006.7
461.0,99.0,2006.8
462.0,90.0,2017.8
463.0,205.0,2006.0
464.0,116.0,1993.7
465.0,123.0,1981.1
466.0,126.0,1972.0
