# GameN, gameLength, gameElo
1.0,87.0,2000.0
2.0,122.0,2000.0
3.0,199.0,2000.3
4.0,175.0,2000.5
5.0,115.0,2000.7
6.0,125.0,2000.9
7.0,137.0,2001.1
8.0,144.0,2001.3
9.0,157.0,2001.5
10.0,111.0,1972.8
11.0,81.0,1973.0
12.0,113.0,1973.2
13.0,143.0,1973.4
14.0,125.0,1973.6
15.0,135.0,1973.8
16.0,114.0,1974.0
17.0,122.0,1974.2
18.0,160.0,1974.4
19.0,123.0,1974.5
20.0,103.0,1974.7
21.0,103.0,1974.9
22.0,149.0,1975.1
23.0,85.0,1975.2
24.0,148.0,1975.4
25.0,77.0,1998.0
26.0,140.0,1998.1
27.0,81.0,2017.4
28.0,170.0,2017.5
29.0,99.0,2034.1
30.0,121.0,2048.6
31.0,81.0,2048.7
32.0,80.0,2048.8
33.0,95.0,2061.4
34.0,123.0,2061.5
35.0,144.0,2072.7
36.0,117.0,2041.7
37.0,159.0,2013.9
38.0,135.0,2014.0
39.0,94.0,1989.5
40.0,81.0,1989.6
41.0,198.0,2007.9
42.0,113.0,1984.5
43.0,137.0,1984.7
44.0,105.0,2003.2
45.0,81.0,2003.3
46.0,88.0,1983.0
47.0,89.0,1961.8
48.0,116.0,1943.2
49.0,142.0,1943.3
50.0,266.0,1927.7
51.0,157.0,1912.2
52.0,85.0,1917.8
53.0,135.0,1903.7
54.0,97.0,1890.9
55.0,219.0,1854.2
56.0,84.0,1880.6
57.0,147.0,1869.7
58.0,96.0,1894.0
59.0,149.0,1919.2
60.0,122.0,1906.0
61.0,133.0,1906.2
62.0,62.0,1891.4
63.0,142.0,1891.6
64.0,120.0,1856.3
65.0,77.0,1858.1
66.0,115.0,1881.7
67.0,81.0,1903.0
68.0,169.0,1903.2
69.0,129.0,1922.3
70.0,128.0,1922.5
71.0,89.0,1903.6
72.0,111.0,1926.7
73.0,80.0,1942.9
74.0,77.0,1957.6
75.0,110.0,1972.7
76.0,69.0,1985.1
77.0,93.0,1996.4
78.0,108.0,2006.7
79.0,114.0,2006.8
80.0,155.0,1989.9
81.0,91.0,1966.5
82.0,118.0,1952.4
83.0,152.0,1952.6
84.0,103.0,1952.7
85.0,83.0,1940.0
86.0,129.0,1924.1
87.0,66.0,1906.7
