<<<<<<< HEAD
956,952,1026,1047,948,1019,1030,1052,1075,1057,1152,1131,1199,1294,1290,1229,1249,1355,1512,1374,1397,1444,1442,1484,1372,1398,1462,1403,1361,1431,1473,1445,1488,1567,1548,1588,1532,1605,1560,1480,1469,1520,1463,1540,1503,1566,1575,1631,1621,1629,1628,1629,1681,1591,1600,1671,1717,1766,1751,1755,1657,1725,1742,1703,1661,1595,1703,1667,1746,1737,1648,1678,1678,1689,1662,1685,1702,1730,1710,1718,1736,1743,1764,1685,1741,1755,1741,1765,1793,1770,1737,1717,1691,1769,1772,1761,1740,1667,1691,1685,1712,1776,1718,1753,1749,1742,1742,1727,1792,1742,1696,1745,1731,1775,1757,1774,1740,1797,1771,1704,1738,1728,1730,1762,1785,1745,1771,1763,1796,1757,1810,1830,1867,1853,1862,1842,1808,1847,1839,1872,1868,1828,1859,1874,1872,1829,1820,1774,1770,1787
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
=======
920
1000
>>>>>>> 58b05391593e14f1338e9dd4bec97d13c2013113
