1293,1660,1873,1891,1938,1862,1913,1899,1903,1903,1857,1930,1883,1855,1937,1868,1903,1836,1869,1839,1883,1822,1887,1818,1853,1851,1818,1862,1865,1851,1820,1825,1798,1840,1817,1852,1888,1880,1833,1885,1891,1854
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
