# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,173.00000,1000.00000,3.42009,17.97260,18.61758,20.31849,0.74315,0.08790,0.04680
2.00000,121.00000,1000.00000,4.93211,16.39010,28.20713,30.07020,0.55869,0.05984,0.05293
3.00000,154.00000,998.16717,5.86796,15.71546,24.63767,22.12385,0.50000,0.37462,0.31730
4.00000,150.00000,996.52803,5.01604,16.35510,24.35968,20.97709,0.75258,0.29095,0.10882
5.00000,143.00000,1032.23667,5.02190,16.42518,30.48266,22.39964,0.50000,0.44982,0.21168
6.00000,73.00000,1086.96543,5.27938,16.19069,31.96009,17.93570,0.60643,0.07095,0.03548
7.00000,134.00000,1111.07892,4.28405,17.07393,27.94682,16.32944,0.63943,0.22568,0.06874
8.00000,108.00000,1108.58772,4.51977,16.77401,26.03955,14.67655,0.55508,0.47175,0.20904
9.00000,89.00000,1106.21125,4.65693,16.81995,37.74818,17.07178,0.50000,0.27859,0.03650
10.00000,72.00000,1149.30592,4.67722,16.65612,29.61603,23.86287,0.70042,0.00844,0.00000
11.00000,164.00000,1188.48319,4.92933,16.60116,29.05905,15.83349,0.63795,0.09197,0.00000
12.00000,173.00000,1185.08634,6.15609,15.57461,31.21870,24.43911,0.51115,0.10549,0.03688
13.00000,122.00000,1181.82304,4.45373,16.88303,20.71080,15.88946,0.50321,0.33290,0.22365
14.00000,123.00000,1216.35688,4.15375,17.19187,24.90343,23.12706,0.78145,0.04193,0.00000
15.00000,196.00000,1247.87079,5.58655,15.84706,25.34202,13.32101,0.71345,0.36891,0.08151
16.00000,118.00000,1225.80048,4.83420,16.59585,24.79922,15.79016,0.68782,0.33290,0.14767
17.00000,146.00000,1255.62913,4.82564,16.52513,29.26154,22.13846,0.50000,0.31692,0.28308
18.00000,143.00000,1251.27219,4.30757,17.06743,31.23849,17.23849,0.50000,0.32648,0.10280
19.00000,103.00000,1260.52324,4.70904,16.81164,26.32619,17.69678,0.56279,0.19755,0.13170
20.00000,93.00000,1269.26314,4.21725,17.14760,26.20896,21.35323,0.77032,0.03980,0.00663
21.00000,92.00000,1264.77056,5.17524,16.30095,27.83619,23.52571,0.58857,0.09143,0.04190
22.00000,162.00000,1260.43524,4.96691,16.34258,24.36404,11.48479,0.65161,0.25671,0.06977
23.00000,124.00000,1239.55605,4.46235,17.12417,33.12682,25.58520,0.60898,0.10436,0.08851
24.00000,168.00000,1265.92112,5.09401,16.35559,37.94414,16.26431,0.50000,0.37807,0.12602
25.00000,179.00000,1261.70287,4.40156,17.11362,32.39809,23.33478,0.50087,0.19167,0.11188
26.00000,165.00000,1269.81804,4.39029,16.88422,21.50887,14.10924,0.61018,0.31186,0.27824
27.00000,173.00000,1247.07770,4.60077,16.85029,29.32821,24.20729,0.56910,0.16507,0.09789
28.00000,300.00000,1255.60158,7.46800,14.12400,25.52057,14.70686,0.58743,0.35771,0.11886
29.00000,105.00000,1235.58699,3.21585,18.16863,23.56830,15.25970,0.50000,0.01349,0.00000
30.00000,101.00000,1261.27346,4.97509,16.26690,18.87189,27.21352,0.54004,0.00000,0.00000
31.00000,237.00000,1257.37981,4.59188,16.77122,21.17048,19.01697,0.50295,0.13948,0.21255
32.00000,131.00000,1253.59589,5.92510,15.59047,29.40370,20.80447,0.50000,0.21401,0.10019
33.00000,156.00000,1261.52116,4.51109,16.98085,29.23185,18.21069,0.50000,0.17944,0.24294
34.00000,300.00000,1284.31267,6.47674,15.07915,23.61329,13.13776,0.53112,0.42840,0.12387
