# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,105.00000,1000.00000,2.17010,18.96048,18.99656,14.58419,0.44674,0.08247,0.08076
2.00000,225.00000,1000.00000,4.78280,16.55269,19.97312,17.43226,0.35376,0.43978,0.46129
3.00000,165.00000,998.16717,3.62981,17.65449,25.64363,22.39882,0.63623,0.03258,0.00592
4.00000,160.00000,1036.35937,5.04389,16.20690,18.25078,26.01411,0.56113,0.22884,0.11599
5.00000,106.00000,1034.46892,5.04435,16.60618,31.52688,23.32527,0.78159,0.06855,0.00806
6.00000,138.00000,997.72548,5.72037,15.85220,28.80559,18.07457,0.62383,0.22903,0.05193
7.00000,233.00000,987.89029,5.55263,15.92584,27.97049,17.31738,0.76356,0.25598,0.00399
8.00000,144.00000,978.87140,4.66778,16.80936,18.63322,19.10925,0.31773,0.16054,0.11148
9.00000,128.00000,1029.98834,5.55893,15.69137,26.19198,25.13730,0.74484,0.03524,0.00729
10.00000,168.00000,1028.49895,5.30104,16.19278,31.80627,17.10161,0.54368,0.31719,0.20038
11.00000,167.00000,1027.06034,4.00370,17.38889,24.77037,21.30370,0.77901,0.20617,0.06173
12.00000,252.00000,1072.23883,5.36860,16.18256,17.50233,22.78721,0.41977,0.31628,0.33023
13.00000,145.00000,1070.48363,4.39418,16.93700,30.32391,11.39499,0.18901,0.18013,0.05977
14.00000,140.00000,1038.88177,5.46163,16.09712,27.02758,27.32734,0.78297,0.02878,0.00719
15.00000,137.00000,1089.17730,5.29869,16.08476,28.81837,13.08073,0.46014,0.39455,0.02321
16.00000,105.00000,1077.21225,4.42329,16.93530,21.13494,20.96673,0.66266,0.09057,0.08318
17.00000,123.00000,1096.74608,4.45298,17.00573,26.87844,13.53899,0.65826,0.37615,0.07225
18.00000,154.00000,1094.90261,5.47761,16.16205,29.48507,23.52665,0.78412,0.22068,0.06290
19.00000,116.00000,1093.10378,5.45526,16.33684,29.58553,24.75921,0.54671,0.10395,0.07237
20.00000,154.00000,1091.34670,4.63046,16.91153,33.59574,23.49272,0.65789,0.02688,0.00000
21.00000,223.00000,1089.62884,6.60539,14.86683,20.49755,18.71895,0.72631,0.16830,0.02614
22.00000,110.00000,1087.94790,4.00000,17.26146,26.50000,16.26280,0.60243,0.11051,0.04447
23.00000,84.00000,1123.30773,3.34353,17.81475,22.43165,22.72482,0.50360,0.01439,0.01439
24.00000,251.00000,1110.85746,5.05106,16.32335,23.82233,12.57999,0.29340,0.48604,0.32948
25.00000,121.00000,1109.02894,4.19949,17.09343,24.55177,19.09091,0.69949,0.21212,0.05682
26.00000,160.00000,1124.59422,4.93804,16.48403,28.89739,27.79961,0.78703,0.05808,0.01355
27.00000,187.00000,1122.66089,4.42025,16.82386,23.30236,21.10541,0.50000,0.13037,0.09847
28.00000,111.00000,1110.73219,4.97590,16.87015,28.71352,23.17269,0.58367,0.07497,0.01205
29.00000,195.00000,1082.29400,5.26383,16.35915,23.17021,18.24340,0.39362,0.36851,0.22468
30.00000,121.00000,1072.45115,4.66548,17.05556,34.02719,20.31324,0.63121,0.06501,0.04137
31.00000,193.00000,1089.42384,8.56250,13.11788,22.69858,17.41772,0.74051,0.57911,0.26741
32.00000,165.00000,1087.90059,6.33459,15.23251,31.82892,24.20888,0.51465,0.16352,0.06049
33.00000,103.00000,1103.71502,5.10448,16.46908,30.46269,15.32303,0.61514,0.30704,0.00000
34.00000,95.00000,1093.24814,6.09424,15.42932,33.78534,17.91623,0.42932,0.35995,0.16492
35.00000,121.00000,1124.73333,4.56169,16.81818,22.91396,23.45617,0.50000,0.20942,0.18994
36.00000,90.00000,1138.21146,5.53725,15.94379,30.00261,18.81307,0.61046,0.24575,0.02614
37.00000,165.00000,1110.08175,6.22150,15.20847,24.88491,22.40174,0.59446,0.13246,0.02389
38.00000,124.00000,1140.17434,4.51542,16.78706,28.21692,17.19104,0.50000,0.41791,0.08856
39.00000,134.00000,1128.40037,4.63275,16.78129,23.67602,22.98129,0.84561,0.03626,0.01404
40.00000,155.00000,1141.33331,4.88466,16.67831,27.77989,21.51534,0.78307,0.12063,0.07725
41.00000,147.00000,1129.65441,4.72364,16.57455,28.23364,20.39091,0.47318,0.36545,0.11364
42.00000,86.00000,1118.59078,3.76780,17.36102,18.80508,17.71356,0.65339,0.05424,0.02712
43.00000,117.00000,1131.77627,4.39165,16.97217,29.49205,22.02684,0.35586,0.16700,0.05268
44.00000,146.00000,1130.00275,4.38895,17.44649,27.36133,27.77560,0.48389,0.17837,0.10702
45.00000,118.00000,1157.94429,3.73389,17.67507,25.78711,20.33193,0.80602,0.14146,0.00000
46.00000,107.00000,1184.43334,5.23171,16.25610,30.64482,30.32165,0.54954,0.01829,0.02439
47.00000,126.00000,1182.10938,4.90815,16.79773,33.92363,22.30960,0.77193,0.07637,0.01858
48.00000,137.00000,1179.82675,5.08811,16.32377,22.45287,12.61680,0.39293,0.50922,0.27152
49.00000,128.00000,1204.83781,5.66004,15.90778,34.48282,29.84539,0.43942,0.08770,0.08047
50.00000,175.00000,1213.72779,5.38197,16.19599,16.03290,24.18026,0.45351,0.15737,0.06867
51.00000,255.00000,1248.66934,5.86742,15.78828,23.59301,21.86228,0.39825,0.28058,0.21274
52.00000,248.00000,1218.46635,5.48249,15.84436,21.88716,19.00700,0.75603,0.18210,0.02023
53.00000,210.00000,1189.47156,5.53798,15.98606,27.58049,15.69826,0.18780,0.29756,0.18467
54.00000,292.00000,1176.34163,5.07687,16.45934,27.66773,21.99555,0.34720,0.12389,0.02033
55.00000,127.00000,1186.15355,4.91326,16.60223,28.99628,23.65923,0.62144,0.04213,0.00000
56.00000,115.00000,1173.30464,4.48000,16.94545,31.46636,15.72182,0.35273,0.24000,0.02545
57.00000,113.00000,1161.12149,4.77983,16.56108,27.02415,22.34943,0.51776,0.11364,0.01562
58.00000,136.00000,1171.43684,4.79162,16.50510,18.49037,17.81427,0.38901,0.29785,0.14156
59.00000,176.00000,1169.39289,4.74514,16.65659,26.13391,18.53672,0.68305,0.27106,0.09827
60.00000,111.00000,1179.27438,3.75449,17.63473,26.11078,19.69611,0.61452,0.10479,0.01796
61.00000,110.00000,1167.02365,5.68925,15.82043,28.20108,18.98387,0.41398,0.37097,0.06452
62.00000,300.00000,1165.05315,7.01909,14.59189,22.92363,23.26134,0.29296,0.56325,0.33413
63.00000,144.00000,1174.99091,4.88499,16.58817,30.69770,20.94633,0.67470,0.14020,0.02081
64.00000,205.00000,1148.99107,4.16094,17.22675,29.46853,17.72246,0.35908,0.11946,0.01288
65.00000,158.00000,1147.22647,7.40233,14.15502,29.74821,18.18638,0.86649,0.68011,0.09946
66.00000,108.00000,1145.48558,4.19840,17.01600,23.68800,15.93280,0.49360,0.12480,0.09120
67.00000,146.00000,1156.08335,3.59403,17.83917,24.47082,19.89624,0.43320,0.11803,0.08949
68.00000,93.00000,1154.26992,3.56469,17.70804,18.80769,18.01399,0.44318,0.12937,0.06818
69.00000,129.00000,1152.48099,4.01439,17.38849,24.48082,19.48801,0.70863,0.06355,0.00120
70.00000,90.00000,1127.97279,2.40476,18.81429,23.93333,17.75556,0.50000,0.01111,0.00000
