# GameN, gameLength, gameElo, minBase, dinBase
1.0,101.0,1000.0,3.9,17.8
2.0,156.0,1000.0,2.4,19.0
3.0,294.0,998.2,1.3,19.8
4.0,300.0,1036.4,1.3,19.8
5.0,275.0,1068.0,1.8,19.2
6.0,294.0,1120.6,1.8,19.2
7.0,205.0,1167.2,0.7,20.3
8.0,288.0,1163.9,0.6,20.4
9.0,300.0,1204.2,1.6,19.4
10.0,223.0,1258.1,1.6,19.4
11.0,300.0,1268.4,1.5,19.5
12.0,300.0,1297.9,1.4,19.6
13.0,300.0,1324.4,1.1,20.0
14.0,262.0,1370.5,1.1,19.9
15.0,253.0,1414.0,1.6,19.5
16.0,231.0,1430.9,1.6,19.4
17.0,229.0,1470.4,1.7,19.4
18.0,220.0,1483.5,1.5,19.6
19.0,300.0,1486.3,0.7,20.3
20.0,216.0,1489.1,1.4,19.7
21.0,209.0,1491.7,1.1,19.9
22.0,236.0,1525.6,0.7,20.3
23.0,284.0,1527.8,1.5,19.6
24.0,199.0,1537.2,2.6,19.0
25.0,266.0,1546.1,1.2,19.9
26.0,225.0,1548.0,1.6,19.5
27.0,226.0,1549.8,1.7,19.3
28.0,200.0,1558.0,2.1,19.0
29.0,216.0,1559.7,1.3,19.8
30.0,169.0,1567.3,1.3,19.8
31.0,221.0,1574.6,1.1,19.9
32.0,221.0,1581.7,1.7,19.5
33.0,294.0,1583.1,1.6,19.6
34.0,245.0,1589.7,2.0,19.1
35.0,130.0,1573.2,1.4,19.6
36.0,179.0,1580.1,1.7,19.4
37.0,258.0,1581.5,1.3,19.7
38.0,280.0,1588.0,1.3,19.8
39.0,151.0,1594.2,1.4,19.8
40.0,255.0,1595.5,0.9,20.1
41.0,240.0,1596.7,5.1,16.9
42.0,300.0,1580.6,2.4,18.9
43.0,182.0,1586.9,2.8,18.7
44.0,203.0,1571.5,3.8,18.1
45.0,146.0,1595.8,2.9,18.6
46.0,161.0,1601.5,2.3,19.1
47.0,147.0,1624.0,1.4,19.8
48.0,210.0,1628.9,1.4,19.8
