1293,1660,1354,1393,1458,1451,1410,1554,1563,1658,1602,1601,1673,1819,1786,1774,1802,1794,1861,1947,1820,1924,1957,1940,1972,1945,2011,1985,1965,2051,2042,2031,1979,2067,2030,2053,2044,2084,2123,2180,2104,2148,2172,2103,2079,2101,2140,2131,2173,2179,2157,2225,2179,2147,2147,2120,2116,2145,2129,2211,2177,2243,2161,2259,2257,2171,2158,2145,2249,2206,2292,2187,2212,2272,2210,2247,2220,2246,2294,2241,2252,2241
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
