1293,1660,1199,1188,1222,1281,1311,1403,1544,1537,1476,1616,1573,1618,1629,1690,1700,1734,1766,1667,1774,1734,1700,1780,1782,1722,1837,1810,1788,1758,1801,1823,1843,1877,1930,1819,1884,1919,1929,1904,1857,1864
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
