1109,1074,1130,1441,1613,1657,1673,1686,1683,1739,1738,1684,1765,1674,1693,1719,1713,1721,1738,1695,1704,1741,1774,1735,1702,1774,1778,1754,1715,1766,1868,1771,1765,1761,1781,1752,1734,1674,1804,1776
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
