1033,1121,1105,1261,1631,1592,1660,1645,1673,1729,1665,1651,1683,1726,1749,1816,1734,1756,1850,1759,1821,1765,1867,1800,1793,1816,1791,1848,1823,1847,1787,1838,1776,1785,1790,1857,1894,1809,1848,1832
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
