1039,1054,1142,1621,1629,1689,1648,1697,1530,1636,1688,1751,1715,1792,1692,1814,1821,1767,1811,1736,1740,1748,1769,1788,1777,1830,1757,1805,1820,1785,1783,1774,1829,1785,1832,1843,1829,1835,1833,1837
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
