1129,1082,1248,1272,1365,1509,1447,1487,1512,1467,1397,1439,1468,1487,1456,1452,1457,1483,1452,1464,1481,1515,1419,1386,1417,1523,1548,1476,1540,1545,1494,1513,1510,1517,1567,1566,1467,1553,1579,1489,1560,1611,1694,1573,1610,1543,1550,1520,1479,1491,1515,1487,1577,1560,1544,1641,1630,1562,1543,1459,1505,1624,1585,1614,1619,1695,1687,1692,1576,1665,1587,1640,1558,1570,1585,1626,1676,1662,1599,1574,1515,1559,1575,1562,1585,1631,1605,1635,1613,1532,1494,1510,1554,1569,1531,1561,1652,1601,1590,1549
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
