# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,225.00000,1000.00000,5.82490,16.00200,32.06591,17.36551,0.15246,0.42543,0.24834
2.00000,65.00000,1000.00000,4.83477,16.42341,26.80895,15.92771,0.48279,0.25473,0.04475
3.00000,148.00000,1042.04482,4.78391,16.57267,31.46512,22.63275,0.71124,0.19961,0.01260
4.00000,200.00000,1103.57957,5.16765,16.24010,22.39006,18.56108,0.62679,0.33783,0.08930
5.00000,201.00000,1100.83064,5.95873,15.53802,29.13396,25.61332,0.61043,0.12600,0.02028
6.00000,83.00000,1057.95329,4.92092,16.75783,31.61614,21.59143,0.54201,0.15980,0.00988
7.00000,108.00000,1044.87661,5.35206,16.15948,36.96189,17.89669,0.69408,0.45236,0.05617
8.00000,218.00000,1043.15270,5.98203,15.50108,27.23221,12.35514,0.18907,0.21495,0.07980
9.00000,78.00000,1069.20916,2.21667,18.90833,17.54583,17.94375,0.65208,0.01042,0.00000
10.00000,191.00000,1114.50749,6.34017,15.14017,24.87607,17.62564,0.47009,0.39744,0.14444
11.00000,126.00000,1112.18527,3.41123,17.83391,25.88774,23.08133,0.30985,0.04582,0.04811
12.00000,62.00000,1131.07096,2.88263,18.34272,14.47887,14.93192,0.33685,0.04930,0.05634
13.00000,134.00000,1115.94074,4.40491,16.98569,36.12474,19.87321,0.20706,0.26892,0.06748
14.00000,124.00000,1113.74868,4.97340,16.62766,30.99468,29.02793,0.75532,0.04122,0.07181
15.00000,88.00000,1131.42456,4.65405,17.00180,31.71351,24.08829,0.48198,0.00541,0.01441
16.00000,300.00000,1117.09435,6.24907,15.24658,21.16770,16.84658,0.68261,0.34720,0.17640
17.00000,300.00000,1114.99989,5.43120,16.19514,24.54923,14.13938,0.28321,0.13820,0.04093
18.00000,130.00000,1131.75856,4.95845,16.69484,22.00430,16.04441,0.81662,0.09456,0.00000
19.00000,70.00000,1142.32254,5.57212,15.77724,31.96795,19.11859,0.50000,0.25481,0.06571
20.00000,126.00000,1140.01766,4.12445,17.07599,25.55947,10.94604,0.26652,0.29515,0.04846
21.00000,103.00000,1154.61717,4.15517,17.23668,28.56270,31.45141,0.47649,0.03448,0.00313
22.00000,147.00000,1186.85820,4.92229,16.50000,20.81085,21.62463,0.36877,0.22581,0.16129
23.00000,151.00000,1184.02676,6.00339,15.63914,23.95928,23.46946,0.71324,0.19910,0.01018
24.00000,133.00000,1150.11873,4.27236,17.12550,20.47931,26.04005,0.65087,0.08411,0.02403
25.00000,83.00000,1136.37006,4.58902,16.92771,33.93976,18.64391,0.49398,0.25301,0.06827
26.00000,149.00000,1134.28712,6.51237,15.22085,33.94965,19.95760,0.22836,0.20141,0.08039
27.00000,156.00000,1148.27349,4.56327,16.95433,30.66984,21.99524,0.50285,0.21598,0.05899
28.00000,234.00000,1178.89133,6.65346,14.85315,25.49806,17.65035,0.36674,0.38073,0.27739
29.00000,147.00000,1176.33804,5.95975,15.52542,28.68220,26.45551,0.66102,0.09428,0.06674
30.00000,138.00000,1187.80002,4.22263,17.10947,24.17097,25.54121,0.93358,0.08610,0.00000
31.00000,247.00000,1172.75654,4.09476,17.22177,21.25907,22.82258,0.48085,0.09980,0.17339
32.00000,139.00000,1170.34886,5.43133,16.18884,34.03433,18.80150,0.54399,0.23283,0.13627
