# GameN, gameLength, gameElo
1.0,153.0,1000.0
2.0,124.0,1000.0
3.0,203.0,958.0
4.0,139.0,924.5
5.0,131.0,896.7
6.0,194.0,873.0
7.0,215.0,916.1
8.0,143.0,892.6
9.0,170.0,871.8
10.0,116.0,853.1
11.0,126.0,836.2
12.0,76.0,820.9
13.0,154.0,860.5
14.0,235.0,844.2
15.0,122.0,829.2
16.0,125.0,854.0
17.0,189.0,838.9
18.0,211.0,860.5
19.0,300.0,845.5
20.0,134.0,831.5
21.0,134.0,804.1
22.0,123.0,839.3
23.0,136.0,826.2
24.0,276.0,804.3
25.0,127.0,785.3
26.0,235.0,775.3
27.0,137.0,799.1
28.0,224.0,788.6
29.0,224.0,772.5
30.0,116.0,806.4
31.0,90.0,795.9
32.0,190.0,828.2
33.0,221.0,846.3
34.0,202.0,866.0
35.0,114.0,894.3
36.0,247.0,873.9
37.0,70.0,890.5
38.0,196.0,905.2
39.0,102.0,885.7
40.0,175.0,899.7
41.0,199.0,925.1
42.0,239.0,949.1
43.0,128.0,928.7
44.0,161.0,939.6
45.0,297.0,962.4
46.0,133.0,980.9
47.0,119.0,959.0
48.0,300.0,967.9
49.0,116.0,976.1
50.0,179.0,946.7
51.0,212.0,928.2
52.0,280.0,949.2
53.0,184.0,970.6
54.0,174.0,990.7
55.0,210.0,970.4
56.0,140.0,943.3
57.0,123.0,927.9
58.0,300.0,948.7
59.0,202.0,930.6
60.0,81.0,949.6
61.0,89.0,932.0
62.0,62.0,953.4
63.0,251.0,936.6
64.0,300.0,909.6
65.0,131.0,922.6
66.0,145.0,899.2
67.0,77.0,886.2
68.0,231.0,865.7
69.0,75.0,854.9
70.0,70.0,867.7
71.0,120.0,853.5
72.0,71.0,843.2
73.0,182.0,868.2
74.0,158.0,889.4
75.0,300.0,877.1
76.0,184.0,865.9
77.0,300.0,855.3
78.0,158.0,878.8
79.0,256.0,865.1
80.0,71.0,847.5
81.0,300.0,869.3
82.0,102.0,855.8
83.0,279.0,844.4
84.0,97.0,862.0
85.0,236.0,844.8
86.0,300.0,835.2
87.0,300.0,825.2
88.0,121.0,849.7
89.0,288.0,839.5
90.0,285.0,851.7
91.0,238.0,839.9
92.0,89.0,829.1
93.0,300.0,820.0
94.0,123.0,800.1
95.0,300.0,791.4
96.0,142.0,809.2
97.0,300.0,814.6
98.0,136.0,805.7
99.0,300.0,797.6
100.0,300.0,819.0
101.0,300.0,810.7
102.0,88.0,803.0
103.0,181.0,789.1
104.0,300.0,771.9
105.0,226.0,765.2
106.0,159.0,758.8
107.0,95.0,753.0
108.0,241.0,741.9
109.0,300.0,767.3
110.0,182.0,788.6
111.0,79.0,805.1
112.0,106.0,798.1
113.0,134.0,813.7
114.0,194.0,827.9
115.0,300.0,840.9
116.0,174.0,857.2
117.0,300.0,848.1
118.0,117.0,861.1
119.0,160.0,843.1
120.0,131.0,855.2
121.0,216.0,871.6
122.0,300.0,861.0
123.0,300.0,846.2
124.0,300.0,847.1
125.0,96.0,862.6
126.0,110.0,845.5
127.0,181.0,861.1
128.0,300.0,845.5
129.0,300.0,837.8
130.0,105.0,860.2
131.0,246.0,861.1
132.0,170.0,872.7
133.0,81.0,856.6
134.0,300.0,867.4
135.0,61.0,858.5
136.0,223.0,854.1
137.0,57.0,835.4
138.0,96.0,821.8
139.0,258.0,838.3
140.0,150.0,850.2
141.0,300.0,842.3
142.0,268.0,853.5
143.0,108.0,867.0
144.0,118.0,882.0
145.0,103.0,891.2
146.0,43.0,899.8
147.0,234.0,908.7
148.0,89.0,920.7
149.0,300.0,910.1
150.0,300.0,900.5
151.0,44.0,884.8
152.0,300.0,896.3
153.0,72.0,887.6
154.0,242.0,887.0
155.0,300.0,895.3
156.0,300.0,909.5
157.0,300.0,919.5
158.0,300.0,902.9
159.0,112.0,915.8
160.0,300.0,925.2
161.0,201.0,937.5
162.0,300.0,949.0
163.0,140.0,956.9
164.0,101.0,939.6
165.0,152.0,922.5
166.0,216.0,934.4
167.0,129.0,942.3
168.0,48.0,953.1
169.0,75.0,960.1
170.0,300.0,965.8
171.0,62.0,975.5
172.0,60.0,958.0
173.0,111.0,967.6
174.0,232.0,981.0
175.0,300.0,993.3
176.0,117.0,980.8
177.0,282.0,992.6
178.0,182.0,973.2
