# GameN, gameLength, gameElo
1.0,132.0,1000.0
2.0,199.0,1000.0
3.0,196.0,958.0
4.0,136.0,924.5
5.0,223.0,967.5
6.0,128.0,1004.0
7.0,156.0,1035.6
8.0,119.0,1001.7
9.0,158.0,971.8
10.0,116.0,945.3
11.0,120.0,921.6
12.0,110.0,955.1
13.0,299.0,931.7
14.0,201.0,959.8
15.0,144.0,931.5
16.0,179.0,911.1
17.0,229.0,939.2
18.0,115.0,968.1
19.0,300.0,946.1
20.0,217.0,925.8
21.0,119.0,902.3
22.0,97.0,932.0
23.0,129.0,956.3
24.0,228.0,982.0
25.0,188.0,960.6
26.0,198.0,980.8
27.0,261.0,953.9
28.0,195.0,930.7
29.0,142.0,952.5
30.0,154.0,971.4
31.0,119.0,991.9
32.0,88.0,971.2
33.0,130.0,990.1
34.0,192.0,1006.6
35.0,185.0,979.8
36.0,58.0,958.7
37.0,253.0,936.4
38.0,300.0,913.6
39.0,83.0,933.7
40.0,170.0,957.1
41.0,159.0,977.6
42.0,116.0,953.2
43.0,111.0,933.3
44.0,272.0,915.7
45.0,175.0,937.0
46.0,122.0,959.8
47.0,95.0,942.0
48.0,148.0,964.5
49.0,159.0,982.8
50.0,107.0,1001.7
51.0,71.0,1016.5
52.0,230.0,1032.4
53.0,163.0,1045.9
54.0,300.0,1057.7
55.0,124.0,1037.9
56.0,190.0,1017.5
57.0,269.0,1001.1
58.0,90.0,1019.2
59.0,154.0,1039.9
60.0,98.0,1022.3
61.0,153.0,999.1
62.0,114.0,1014.0
63.0,71.0,990.6
64.0,300.0,976.7
65.0,160.0,956.5
66.0,131.0,980.1
67.0,300.0,999.3
68.0,73.0,984.7
69.0,300.0,981.5
70.0,126.0,999.8
71.0,242.0,1016.8
72.0,300.0,1032.1
73.0,222.0,1045.9
74.0,152.0,1030.0
75.0,278.0,1042.0
76.0,138.0,1024.5
77.0,132.0,1040.3
78.0,300.0,1025.6
79.0,254.0,1012.4
80.0,105.0,1009.3
81.0,69.0,992.1
82.0,238.0,972.3
83.0,132.0,954.6
84.0,67.0,971.7
85.0,151.0,988.3
86.0,90.0,969.9
87.0,230.0,953.2
88.0,300.0,967.7
89.0,300.0,983.1
90.0,300.0,981.3
91.0,266.0,980.1
92.0,124.0,961.8
93.0,300.0,977.4
94.0,300.0,992.6
95.0,300.0,975.1
96.0,300.0,981.2
97.0,292.0,979.1
98.0,90.0,993.4
99.0,90.0,1008.7
100.0,109.0,1020.9
101.0,261.0,1034.3
102.0,300.0,1014.8
103.0,208.0,994.7
104.0,216.0,995.6
105.0,300.0,979.2
106.0,300.0,966.7
107.0,109.0,970.9
108.0,300.0,992.2
109.0,245.0,1005.2
110.0,300.0,993.3
111.0,70.0,982.4
112.0,156.0,980.5
113.0,80.0,993.3
114.0,47.0,976.9
115.0,300.0,993.9
116.0,110.0,978.0
117.0,300.0,996.7
118.0,300.0,1008.2
119.0,300.0,1007.6
120.0,236.0,1019.9
121.0,155.0,1003.7
122.0,300.0,1016.6
123.0,171.0,1027.9
124.0,300.0,1042.4
125.0,300.0,1055.4
126.0,273.0,1068.1
127.0,300.0,1055.0
128.0,300.0,1066.9
129.0,144.0,1048.7
130.0,225.0,1061.8
131.0,246.0,1071.6
132.0,300.0,1059.0
133.0,162.0,1041.6
134.0,150.0,1025.6
135.0,158.0,1041.7
136.0,92.0,1026.4
137.0,81.0,1012.5
138.0,130.0,1022.5
139.0,186.0,1006.9
140.0,196.0,991.9
141.0,97.0,1007.3
142.0,73.0,997.9
143.0,88.0,982.4
144.0,300.0,969.1
145.0,300.0,955.4
146.0,300.0,956.7
147.0,215.0,945.7
148.0,300.0,949.9
149.0,87.0,938.6
150.0,300.0,940.6
151.0,119.0,926.5
152.0,105.0,929.4
153.0,83.0,942.4
154.0,155.0,932.7
155.0,231.0,923.7
156.0,80.0,945.8
157.0,78.0,962.2
158.0,300.0,973.2
159.0,300.0,963.1
160.0,121.0,967.9
161.0,188.0,972.3
162.0,115.0,956.6
163.0,300.0,941.0
164.0,300.0,955.6
165.0,221.0,954.6
166.0,300.0,972.1
167.0,300.0,959.1
168.0,300.0,976.3
169.0,300.0,966.4
170.0,300.0,983.0
171.0,300.0,994.7
172.0,300.0,1006.5
173.0,103.0,993.6
174.0,300.0,979.4
175.0,300.0,990.8
176.0,158.0,990.9
177.0,145.0,1001.4
178.0,300.0,987.6
179.0,99.0,997.0
180.0,300.0,996.5
181.0,262.0,980.4
182.0,168.0,976.0
183.0,195.0,964.3
184.0,277.0,980.1
185.0,121.0,994.3
186.0,300.0,1008.5
187.0,193.0,1019.7
188.0,300.0,1019.2
189.0,103.0,1031.9
190.0,300.0,1018.8
191.0,121.0,1004.0
192.0,80.0,1017.1
193.0,85.0,1027.3
194.0,71.0,1037.3
195.0,84.0,1049.1
196.0,300.0,1057.9
197.0,293.0,1065.2
198.0,73.0,1062.1
199.0,289.0,1047.1
200.0,222.0,1033.2
201.0,91.0,1023.2
202.0,61.0,1008.4
203.0,128.0,996.6
204.0,300.0,1007.0
205.0,109.0,1017.9
206.0,300.0,1003.4
207.0,300.0,989.5
208.0,300.0,1006.3
209.0,134.0,1006.3
210.0,199.0,1021.3
211.0,300.0,1029.9
212.0,300.0,1040.4
213.0,164.0,1028.0
214.0,300.0,1037.1
215.0,300.0,1044.6
216.0,137.0,1039.1
217.0,193.0,1050.6
218.0,199.0,1058.1
219.0,169.0,1070.4
220.0,126.0,1077.7
221.0,300.0,1062.8
222.0,149.0,1070.2
223.0,300.0,1076.9
224.0,171.0,1061.3
225.0,300.0,1058.2
226.0,300.0,1044.7
227.0,300.0,1030.9
228.0,241.0,1029.9
229.0,300.0,1042.0
230.0,300.0,1055.9
231.0,300.0,1043.6
232.0,192.0,1054.7
233.0,102.0,1039.1
234.0,98.0,1026.9
235.0,300.0,1015.1
236.0,65.0,1004.8
237.0,300.0,1000.4
238.0,300.0,990.1
239.0,48.0,985.9
240.0,300.0,985.9
241.0,285.0,1001.1
242.0,300.0,987.9
243.0,300.0,1002.5
244.0,300.0,1016.6
245.0,133.0,1002.9
246.0,94.0,1016.8
247.0,225.0,1031.6
248.0,132.0,1018.9
249.0,300.0,1027.1
250.0,300.0,1013.4
251.0,145.0,1013.8
252.0,110.0,1016.6
253.0,207.0,1028.6
254.0,300.0,1016.4
255.0,300.0,1003.9
256.0,61.0,1016.3
257.0,300.0,1003.4
258.0,217.0,1015.2
259.0,157.0,1015.6
260.0,300.0,1007.2
261.0,300.0,994.4
262.0,154.0,995.5
263.0,90.0,982.8
264.0,114.0,998.0
265.0,65.0,1006.0
266.0,300.0,1018.8
267.0,217.0,1007.4
268.0,248.0,1008.2
269.0,300.0,1017.1
270.0,300.0,1006.0
271.0,178.0,994.5
272.0,300.0,1006.8
273.0,300.0,1019.8
274.0,245.0,1031.0
