# GameN, gameLength, gameElo
1.0,139.0,1000.0
2.0,133.0,1000.0
3.0,202.0,1042.0
4.0,110.0,999.5
5.0,113.0,1034.9
6.0,136.0,998.1
7.0,197.0,966.3
8.0,244.0,1000.0
9.0,147.0,970.3
10.0,147.0,1001.6
11.0,300.0,1029.6
12.0,116.0,1054.7
13.0,220.0,1077.4
14.0,212.0,1098.0
15.0,109.0,1116.7
16.0,152.0,1086.8
17.0,199.0,1111.7
18.0,259.0,1128.6
19.0,190.0,1148.2
20.0,116.0,1117.0
21.0,215.0,1133.0
22.0,126.0,1105.5
23.0,128.0,1082.0
24.0,195.0,1107.5
25.0,163.0,1129.4
26.0,266.0,1143.8
27.0,212.0,1157.2
28.0,244.0,1175.9
29.0,151.0,1191.5
30.0,178.0,1163.7
31.0,131.0,1139.3
32.0,129.0,1118.1
33.0,218.0,1135.6
34.0,199.0,1107.0
35.0,300.0,1123.9
36.0,285.0,1096.3
37.0,122.0,1097.6
38.0,256.0,1078.4
39.0,243.0,1062.9
40.0,163.0,1049.2
41.0,261.0,1036.9
42.0,83.0,1022.7
43.0,136.0,1041.0
44.0,300.0,1059.5
45.0,273.0,1045.1
46.0,117.0,1051.5
47.0,100.0,1069.2
48.0,300.0,1057.1
49.0,151.0,1046.1
50.0,253.0,1052.0
51.0,163.0,1041.8
52.0,146.0,1021.3
53.0,163.0,1012.9
54.0,104.0,995.1
55.0,151.0,1016.2
56.0,300.0,1045.1
57.0,159.0,1024.7
58.0,140.0,1006.3
59.0,145.0,995.4
60.0,143.0,1013.7
61.0,145.0,1005.1
62.0,117.0,989.0
63.0,185.0,979.4
64.0,110.0,970.6
65.0,300.0,992.6
66.0,300.0,976.6
67.0,159.0,997.3
68.0,205.0,1016.2
69.0,189.0,1033.8
70.0,114.0,1049.7
71.0,300.0,1066.2
72.0,130.0,1045.8
73.0,142.0,1061.6
74.0,159.0,1043.7
75.0,192.0,1058.1
76.0,211.0,1041.4
77.0,232.0,1021.2
78.0,110.0,1003.4
79.0,300.0,987.5
80.0,286.0,1014.2
81.0,213.0,1038.9
82.0,108.0,1053.5
83.0,211.0,1069.4
84.0,207.0,1085.2
85.0,123.0,1072.7
86.0,300.0,1086.8
87.0,206.0,1067.3
88.0,246.0,1056.1
89.0,236.0,1045.5
90.0,237.0,1035.8
91.0,213.0,1052.2
92.0,232.0,1066.9
93.0,300.0,1079.5
94.0,132.0,1093.8
95.0,123.0,1106.7
96.0,122.0,1086.4
97.0,115.0,1066.9
98.0,95.0,1057.0
99.0,117.0,1071.5
100.0,201.0,1087.2
101.0,173.0,1069.7
102.0,147.0,1052.3
103.0,227.0,1033.3
104.0,288.0,1016.4
105.0,90.0,1008.1
106.0,205.0,994.3
107.0,164.0,1012.5
108.0,173.0,999.4
109.0,160.0,1016.5
110.0,74.0,1001.3
111.0,300.0,1016.7
112.0,56.0,1032.1
113.0,223.0,1030.7
114.0,115.0,1044.9
115.0,168.0,1061.7
116.0,198.0,1073.8
117.0,186.0,1058.9
118.0,265.0,1071.6
119.0,156.0,1085.3
120.0,156.0,1070.7
121.0,207.0,1082.1
122.0,96.0,1096.4
123.0,170.0,1108.4
124.0,296.0,1120.1
125.0,134.0,1130.6
126.0,225.0,1142.1
127.0,145.0,1153.7
128.0,93.0,1136.4
129.0,300.0,1144.9
130.0,120.0,1128.6
131.0,161.0,1143.4
132.0,80.0,1123.3
133.0,73.0,1132.0
134.0,122.0,1113.2
135.0,118.0,1099.0
136.0,300.0,1078.9
137.0,99.0,1065.7
138.0,82.0,1077.6
139.0,40.0,1094.7
140.0,119.0,1078.4
141.0,142.0,1090.5
142.0,114.0,1080.5
143.0,78.0,1067.9
144.0,161.0,1050.0
145.0,135.0,1062.7
146.0,146.0,1073.3
147.0,118.0,1057.4
148.0,86.0,1067.8
149.0,118.0,1077.3
150.0,164.0,1062.7
151.0,170.0,1049.1
152.0,80.0,1037.5
153.0,300.0,1054.0
154.0,99.0,1042.7
155.0,182.0,1060.7
156.0,212.0,1047.2
157.0,300.0,1057.0
158.0,300.0,1040.7
159.0,65.0,1054.6
160.0,52.0,1068.7
161.0,200.0,1052.6
162.0,300.0,1061.8
163.0,300.0,1073.2
164.0,300.0,1073.9
165.0,188.0,1071.9
166.0,281.0,1071.5
167.0,300.0,1056.0
168.0,189.0,1041.5
169.0,300.0,1027.0
170.0,166.0,1011.6
171.0,300.0,1027.5
172.0,300.0,1014.7
173.0,99.0,1016.0
174.0,300.0,1029.4
175.0,279.0,1045.5
176.0,237.0,1062.8
177.0,152.0,1054.7
178.0,144.0,1038.0
179.0,300.0,1026.1
180.0,203.0,1035.6
181.0,300.0,1048.5
182.0,136.0,1068.1
183.0,97.0,1080.8
184.0,300.0,1095.9
185.0,90.0,1107.7
186.0,123.0,1117.2
187.0,257.0,1099.0
188.0,300.0,1109.2
189.0,191.0,1118.6
190.0,225.0,1118.6
191.0,92.0,1102.1
192.0,275.0,1111.4
193.0,261.0,1094.9
194.0,189.0,1109.3
195.0,300.0,1118.4
196.0,89.0,1126.8
197.0,300.0,1113.2
198.0,98.0,1125.0
199.0,68.0,1135.1
200.0,100.0,1147.5
201.0,89.0,1130.6
202.0,89.0,1114.4
203.0,300.0,1125.9
204.0,300.0,1136.4
205.0,228.0,1144.1
206.0,300.0,1154.4
207.0,300.0,1165.3
208.0,179.0,1176.3
209.0,300.0,1181.0
210.0,184.0,1192.3
211.0,211.0,1186.6
212.0,251.0,1170.2
213.0,290.0,1184.1
214.0,225.0,1194.7
215.0,300.0,1200.9
216.0,300.0,1212.8
217.0,300.0,1196.4
218.0,300.0,1204.4
219.0,94.0,1212.0
220.0,173.0,1192.9
221.0,300.0,1177.0
222.0,300.0,1161.4
223.0,151.0,1170.6
224.0,300.0,1178.9
225.0,300.0,1187.6
226.0,300.0,1198.1
227.0,300.0,1179.4
228.0,300.0,1174.9
229.0,180.0,1168.1
230.0,164.0,1149.0
231.0,127.0,1154.0
232.0,175.0,1167.7
233.0,300.0,1174.3
234.0,281.0,1183.4
235.0,300.0,1170.0
236.0,158.0,1178.7
237.0,114.0,1188.4
238.0,195.0,1175.4
239.0,138.0,1184.9
240.0,300.0,1190.8
241.0,245.0,1196.5
242.0,300.0,1182.4
243.0,183.0,1188.2
244.0,300.0,1196.0
245.0,105.0,1180.3
246.0,300.0,1163.3
247.0,228.0,1174.7
248.0,216.0,1180.7
249.0,300.0,1168.6
250.0,188.0,1177.7
251.0,300.0,1161.1
252.0,141.0,1147.7
253.0,300.0,1157.0
254.0,138.0,1146.2
255.0,108.0,1128.7
256.0,174.0,1138.2
257.0,176.0,1126.0
258.0,300.0,1113.5
259.0,300.0,1102.8
260.0,300.0,1092.8
261.0,140.0,1083.5
262.0,103.0,1095.9
263.0,165.0,1106.5
264.0,52.0,1121.6
265.0,300.0,1135.6
266.0,237.0,1146.9
267.0,300.0,1156.9
268.0,69.0,1146.9
269.0,93.0,1160.8
270.0,300.0,1146.1
271.0,253.0,1156.7
272.0,60.0,1141.2
273.0,300.0,1154.2
274.0,137.0,1160.4
275.0,100.0,1174.7
276.0,66.0,1158.9
277.0,135.0,1166.4
278.0,65.0,1153.3
279.0,300.0,1141.7
280.0,169.0,1154.1
281.0,300.0,1150.0
282.0,211.0,1161.6
283.0,142.0,1145.3
284.0,75.0,1157.8
285.0,147.0,1166.5
286.0,300.0,1175.9
287.0,300.0,1184.6
288.0,300.0,1180.7
289.0,124.0,1187.3
290.0,50.0,1194.8
291.0,67.0,1202.9
292.0,300.0,1207.7
293.0,300.0,1216.4
294.0,300.0,1215.9
295.0,113.0,1211.2
296.0,300.0,1205.7
