1293,1660,1349,1493,1500,1585,1570,1522,1653,1644,1692,1826,1956,1718,1788,1781,1850,1954,1885,1875,1935,1911,1877,1940,1924,1944,2054,1974,2001,2042,2072,2124,2014,2088,2081,2101,2098,2137,2170,2103,2127,2122,2101,2111,2116,2113,2074,2133,2112,2105,2134,2230,2160,2134,2158,2121,2153,2109,2147,2093,2162,2200,2229,2155,2212,2163,2211,2138,2149,2201,2209,2214,2170,2169,2192,2224,2179,2176,2109,2155,2157,2173
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
