# GameN, gameLength, gameElo
1.0,109.0,2000.0
2.0,94.0,2000.0
3.0,75.0,2000.3
4.0,81.0,2000.5
5.0,110.0,2000.7
6.0,142.0,2000.9
7.0,102.0,2001.1
8.0,129.0,2001.3
9.0,117.0,2001.5
10.0,148.0,2001.7
11.0,155.0,2001.9
12.0,108.0,1947.1
13.0,141.0,1947.4
14.0,109.0,1947.6
15.0,108.0,1947.8
16.0,171.0,1948.0
17.0,102.0,1948.2
18.0,134.0,1948.4
19.0,117.0,1948.6
20.0,123.0,1948.9
21.0,168.0,1949.1
22.0,98.0,1949.2
23.0,132.0,1949.4
24.0,190.0,1904.0
25.0,109.0,1904.2
26.0,191.0,1904.5
27.0,82.0,1885.2
28.0,147.0,1912.3
29.0,129.0,1892.3
30.0,203.0,1892.6
31.0,124.0,1892.8
32.0,119.0,1875.8
33.0,145.0,1876.1
34.0,107.0,1876.3
35.0,105.0,1882.2
36.0,79.0,1882.5
37.0,89.0,1882.7
38.0,81.0,1867.6
39.0,82.0,1867.9
40.0,121.0,1854.5
41.0,92.0,1882.3
42.0,117.0,1907.1
43.0,119.0,1889.8
44.0,154.0,1913.5
45.0,96.0,1895.7
46.0,123.0,1895.9
47.0,119.0,1918.6
48.0,88.0,1918.8
49.0,127.0,1900.8
50.0,114.0,1922.6
51.0,108.0,1942.0
52.0,71.0,1959.2
53.0,118.0,1937.3
54.0,80.0,1937.5
55.0,87.0,1917.4
56.0,161.0,1935.8
57.0,129.0,1917.1
58.0,84.0,1917.3
59.0,69.0,1934.5
60.0,100.0,1934.7
61.0,69.0,1950.0
62.0,96.0,1963.7
63.0,177.0,1940.5
64.0,73.0,1959.4
65.0,83.0,1976.3
66.0,117.0,1953.8
67.0,113.0,1968.7
68.0,82.0,1949.1
69.0,156.0,1963.4
70.0,124.0,1945.1
71.0,76.0,1945.3
72.0,153.0,1958.9
73.0,77.0,1941.1
74.0,193.0,1954.2
75.0,75.0,1971.8
76.0,130.0,1971.9
77.0,88.0,1982.9
78.0,98.0,1965.1
79.0,168.0,1965.2
80.0,126.0,1949.2
81.0,120.0,1949.4
82.0,95.0,1932.6
83.0,69.0,1944.6
84.0,195.0,1963.7
85.0,104.0,1980.2
86.0,135.0,1996.6
87.0,119.0,1972.6
88.0,143.0,1987.1
89.0,61.0,1969.6
90.0,135.0,1953.8
91.0,170.0,1969.7
92.0,127.0,1980.4
93.0,69.0,1962.0
94.0,170.0,1945.3
95.0,110.0,1928.0
96.0,124.0,1913.8
97.0,215.0,1932.8
98.0,89.0,1932.9
99.0,77.0,1935.8
100.0,118.0,1919.9
101.0,97.0,1907.4
102.0,107.0,1911.7
103.0,75.0,1924.0
104.0,74.0,1940.9
105.0,90.0,1959.3
106.0,88.0,1959.4
107.0,102.0,1941.7
108.0,123.0,1941.8
109.0,132.0,1942.0
110.0,103.0,1925.9
111.0,121.0,1926.1
112.0,103.0,1926.2
113.0,51.0,1942.4
114.0,108.0,1942.6
115.0,101.0,1958.7
116.0,134.0,1958.9
117.0,84.0,1959.0
118.0,102.0,1959.1
119.0,105.0,1938.2
120.0,80.0,1922.7
121.0,88.0,1938.3
122.0,103.0,1952.6
123.0,98.0,1967.3
124.0,117.0,1950.6
125.0,112.0,1965.4
126.0,137.0,1949.0
127.0,250.0,1934.0
128.0,90.0,1945.1
129.0,138.0,1930.9
130.0,99.0,1916.8
131.0,154.0,1928.0
132.0,109.0,1915.6
133.0,126.0,1932.3
134.0,122.0,1949.6
135.0,106.0,1964.1
136.0,103.0,1964.2
137.0,97.0,1976.4
138.0,101.0,1959.9
139.0,111.0,1944.7
140.0,104.0,1930.9
141.0,129.0,1931.0
142.0,98.0,1943.9
143.0,118.0,1924.5
144.0,87.0,1941.2
145.0,149.0,1941.3
146.0,115.0,1953.2
147.0,192.0,1967.5
148.0,118.0,1967.6
149.0,155.0,1949.3
150.0,146.0,1961.0
151.0,108.0,1947.3
152.0,78.0,1930.1
153.0,100.0,1914.3
154.0,104.0,1930.4
155.0,104.0,1946.5
156.0,101.0,1956.4
157.0,136.0,1970.1
158.0,167.0,1954.9
159.0,99.0,1939.9
160.0,130.0,1955.9
161.0,105.0,1956.1
162.0,89.0,1969.4
163.0,97.0,1969.5
164.0,153.0,1981.0
165.0,140.0,1994.5
166.0,115.0,2007.6
167.0,122.0,2019.6
168.0,98.0,2002.0
169.0,123.0,2014.3
170.0,85.0,2025.9
171.0,107.0,2009.0
172.0,112.0,2020.4
173.0,148.0,2031.4
174.0,150.0,2014.7
175.0,95.0,1998.9
176.0,100.0,1983.1
177.0,105.0,1969.0
178.0,115.0,1969.1
179.0,108.0,1954.1
180.0,87.0,1935.8
181.0,62.0,1918.8
182.0,129.0,1933.1
183.0,123.0,1918.0
184.0,136.0,1907.1
185.0,84.0,1894.1
186.0,86.0,1906.6
187.0,75.0,1894.2
188.0,116.0,1882.5
189.0,135.0,1871.5
190.0,106.0,1861.1
191.0,132.0,1879.0
192.0,193.0,1868.7
193.0,144.0,1859.2
194.0,108.0,1850.8
195.0,143.0,1841.5
196.0,116.0,1834.0
197.0,112.0,1852.1
198.0,157.0,1869.5
199.0,89.0,1885.7
200.0,101.0,1874.6
201.0,114.0,1860.5
202.0,124.0,1878.2
203.0,143.0,1868.2
204.0,156.0,1854.9
205.0,84.0,1871.0
206.0,80.0,1884.6
