1293,1660,1654,1610,1616,1647,1789,1841,1767,1717,1816,1772,1762,1763,1811,1803,1777,1809,1789,1816,1797,1704,1734,1767,1685,1727,1806,1702,1700,1713,1671,1744,1714,1727,1757,1794,1733,1762,1725,1767,1787,1732
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
