# GameN, gameLength, gameElo
1.0,95.0,1000.0
2.0,113.0,1000.0
3.0,184.0,958.0
4.0,191.0,1000.5
5.0,225.0,965.1
6.0,207.0,1001.9
7.0,209.0,1033.7
8.0,155.0,1000.0
9.0,130.0,970.2
10.0,184.0,1001.6
11.0,230.0,973.3
12.0,96.0,1002.9
13.0,239.0,975.8
14.0,145.0,951.5
15.0,202.0,929.2
16.0,110.0,959.8
17.0,113.0,987.6
18.0,147.0,963.9
19.0,141.0,944.0
20.0,117.0,971.8
21.0,176.0,953.2
22.0,207.0,983.8
23.0,127.0,1008.0
24.0,93.0,986.9
25.0,122.0,965.2
26.0,139.0,944.0
27.0,189.0,969.7
28.0,147.0,993.6
29.0,136.0,972.2
30.0,300.0,995.8
31.0,119.0,1020.8
32.0,116.0,998.4
33.0,124.0,1021.4
34.0,169.0,1040.9
35.0,272.0,1017.7
36.0,105.0,1036.1
37.0,110.0,1011.5
38.0,190.0,991.0
39.0,157.0,971.4
40.0,158.0,993.0
41.0,158.0,975.2
42.0,174.0,996.4
43.0,83.0,976.9
44.0,136.0,958.5
45.0,166.0,981.0
46.0,153.0,1000.9
47.0,176.0,984.2
48.0,152.0,1003.5
49.0,108.0,1023.5
50.0,136.0,1039.6
51.0,140.0,1056.3
52.0,203.0,1070.4
53.0,163.0,1045.9
54.0,71.0,1065.7
55.0,195.0,1079.7
56.0,224.0,1093.9
57.0,269.0,1109.9
58.0,138.0,1089.3
59.0,106.0,1104.6
60.0,143.0,1115.8
61.0,90.0,1128.0
62.0,235.0,1139.7
63.0,106.0,1148.8
64.0,92.0,1163.2
65.0,94.0,1173.2
66.0,157.0,1185.7
67.0,96.0,1197.0
68.0,178.0,1176.7
69.0,116.0,1184.3
70.0,180.0,1191.4
71.0,175.0,1163.4
72.0,190.0,1140.5
73.0,207.0,1117.6
74.0,119.0,1129.1
75.0,130.0,1146.7
76.0,131.0,1120.9
77.0,121.0,1097.8
78.0,173.0,1112.0
79.0,89.0,1123.6
80.0,159.0,1133.4
81.0,150.0,1144.0
82.0,135.0,1128.1
83.0,105.0,1106.8
84.0,193.0,1088.4
85.0,174.0,1106.6
86.0,196.0,1126.3
87.0,172.0,1103.0
88.0,122.0,1081.9
89.0,273.0,1098.4
90.0,100.0,1080.8
91.0,147.0,1064.9
92.0,180.0,1078.7
93.0,126.0,1096.1
94.0,116.0,1111.8
95.0,132.0,1096.5
96.0,153.0,1110.3
97.0,201.0,1119.7
98.0,256.0,1101.9
99.0,131.0,1116.4
100.0,170.0,1127.1
101.0,164.0,1137.0
102.0,209.0,1149.2
103.0,100.0,1126.9
104.0,300.0,1103.8
105.0,265.0,1089.9
106.0,187.0,1103.1
107.0,150.0,1121.0
108.0,129.0,1099.5
109.0,214.0,1083.8
110.0,106.0,1102.2
111.0,274.0,1120.0
112.0,147.0,1105.5
113.0,200.0,1090.4
114.0,133.0,1102.5
115.0,181.0,1120.1
116.0,230.0,1104.2
117.0,129.0,1116.8
118.0,151.0,1128.4
119.0,186.0,1144.0
120.0,211.0,1154.0
121.0,150.0,1163.0
122.0,111.0,1146.1
123.0,145.0,1156.0
124.0,142.0,1165.1
125.0,141.0,1179.0
126.0,188.0,1186.0
127.0,232.0,1162.7
128.0,102.0,1146.6
129.0,300.0,1160.5
130.0,136.0,1168.9
131.0,181.0,1182.0
132.0,113.0,1164.3
133.0,162.0,1177.4
134.0,300.0,1184.8
135.0,134.0,1168.8
136.0,94.0,1153.9
137.0,188.0,1137.5
138.0,216.0,1152.5
139.0,141.0,1166.0
140.0,132.0,1152.0
141.0,109.0,1165.7
142.0,300.0,1178.8
143.0,201.0,1164.9
144.0,167.0,1177.4
145.0,110.0,1161.1
146.0,111.0,1176.2
147.0,153.0,1187.7
148.0,134.0,1195.1
149.0,170.0,1207.4
150.0,150.0,1214.4
151.0,248.0,1221.0
152.0,220.0,1198.5
153.0,271.0,1211.3
154.0,141.0,1195.3
155.0,200.0,1209.6
156.0,181.0,1215.7
157.0,300.0,1225.0
158.0,144.0,1207.9
159.0,139.0,1214.4
160.0,271.0,1224.7
161.0,127.0,1237.1
162.0,130.0,1242.7
163.0,135.0,1253.8
164.0,134.0,1235.1
165.0,139.0,1217.9
166.0,235.0,1230.6
167.0,80.0,1214.3
168.0,213.0,1227.2
169.0,125.0,1236.5
170.0,300.0,1247.7
171.0,76.0,1261.4
172.0,300.0,1273.1
173.0,163.0,1282.5
174.0,127.0,1273.6
175.0,115.0,1253.4
176.0,166.0,1262.1
177.0,268.0,1271.8
178.0,189.0,1280.8
179.0,222.0,1266.8
180.0,146.0,1271.4
181.0,162.0,1280.4
182.0,181.0,1264.8
183.0,197.0,1274.9
184.0,162.0,1252.0
185.0,300.0,1257.7
186.0,225.0,1268.1
187.0,124.0,1277.7
188.0,151.0,1261.0
189.0,211.0,1269.1
190.0,149.0,1250.8
191.0,150.0,1262.7
192.0,134.0,1276.3
193.0,121.0,1256.8
194.0,111.0,1243.2
195.0,239.0,1257.9
196.0,174.0,1271.4
197.0,94.0,1253.6
198.0,137.0,1240.7
199.0,109.0,1255.8
200.0,300.0,1239.1
201.0,96.0,1226.1
202.0,116.0,1241.4
203.0,90.0,1229.3
204.0,105.0,1216.6
205.0,248.0,1205.1
206.0,178.0,1220.9
207.0,181.0,1234.9
208.0,124.0,1242.7
209.0,97.0,1253.6
210.0,228.0,1232.4
211.0,183.0,1246.5
212.0,175.0,1232.7
