# GameN, gameLength, gameElo
1.0,168.0,1000.0
2.0,128.0,1000.0
3.0,137.0,958.0
4.0,225.0,924.5
5.0,177.0,967.5
6.0,122.0,937.1
7.0,105.0,910.9
8.0,108.0,949.4
9.0,114.0,923.9
10.0,138.0,959.0
11.0,219.0,990.4
12.0,198.0,963.7
13.0,130.0,993.4
14.0,273.0,967.6
15.0,234.0,993.1
16.0,151.0,963.7
17.0,116.0,989.0
18.0,138.0,965.2
19.0,106.0,939.3
20.0,294.0,917.3
21.0,161.0,945.9
22.0,121.0,926.1
23.0,195.0,954.0
24.0,181.0,979.9
25.0,242.0,1001.3
26.0,268.0,1019.7
27.0,123.0,991.5
28.0,137.0,965.5
29.0,172.0,986.4
30.0,162.0,961.5
31.0,175.0,982.5
32.0,138.0,959.3
33.0,158.0,940.8
34.0,209.0,962.7
35.0,163.0,984.1
36.0,273.0,960.6
37.0,112.0,942.5
38.0,181.0,963.7
39.0,123.0,982.3
40.0,104.0,960.6
41.0,225.0,939.4
42.0,130.0,960.2
43.0,177.0,938.2
44.0,156.0,922.2
45.0,143.0,904.9
46.0,66.0,927.9
47.0,174.0,911.5
48.0,113.0,932.7
49.0,116.0,952.1
50.0,132.0,969.3
51.0,169.0,948.8
52.0,136.0,968.1
53.0,87.0,985.1
54.0,238.0,1000.3
55.0,138.0,1018.7
56.0,200.0,997.7
57.0,133.0,974.6
58.0,136.0,957.2
59.0,127.0,973.9
60.0,135.0,953.4
61.0,97.0,933.3
62.0,129.0,915.4
63.0,162.0,897.2
64.0,151.0,919.7
65.0,159.0,937.2
66.0,79.0,955.3
67.0,120.0,938.6
68.0,114.0,955.6
69.0,175.0,939.8
70.0,163.0,925.8
71.0,119.0,941.7
72.0,211.0,959.3
73.0,220.0,974.8
74.0,285.0,953.2
75.0,114.0,938.7
76.0,232.0,925.5
77.0,109.0,941.8
78.0,127.0,957.1
79.0,142.0,943.9
80.0,87.0,958.3
81.0,240.0,972.4
82.0,110.0,984.9
83.0,150.0,997.2
84.0,116.0,1008.8
85.0,300.0,1021.8
86.0,163.0,1038.2
87.0,191.0,1031.3
88.0,168.0,1044.3
89.0,131.0,1056.1
90.0,149.0,1069.8
91.0,101.0,1077.6
92.0,139.0,1053.4
93.0,123.0,1031.9
94.0,299.0,1044.5
95.0,197.0,1058.7
96.0,217.0,1071.4
97.0,139.0,1080.6
98.0,138.0,1059.8
99.0,224.0,1075.4
100.0,141.0,1083.1
101.0,155.0,1063.3
102.0,198.0,1045.2
103.0,173.0,1022.2
104.0,105.0,1038.9
105.0,242.0,1019.1
106.0,110.0,998.0
107.0,201.0,983.8
108.0,153.0,999.6
109.0,241.0,985.8
110.0,219.0,965.0
111.0,142.0,983.9
112.0,128.0,1002.2
113.0,175.0,1015.9
114.0,126.0,1031.9
115.0,219.0,1011.6
116.0,137.0,1024.1
117.0,220.0,1008.9
118.0,147.0,993.4
119.0,153.0,1006.1
120.0,120.0,1022.5
121.0,124.0,1007.1
122.0,96.0,1023.3
123.0,162.0,1034.6
124.0,95.0,1018.7
125.0,130.0,1033.7
126.0,233.0,1046.1
127.0,155.0,1056.0
128.0,135.0,1069.5
129.0,217.0,1077.7
130.0,198.0,1089.7
131.0,164.0,1097.9
132.0,120.0,1109.2
133.0,274.0,1121.1
134.0,238.0,1131.0
135.0,154.0,1140.3
136.0,115.0,1119.7
137.0,251.0,1129.7
138.0,236.0,1139.6
139.0,108.0,1149.8
140.0,160.0,1129.4
141.0,189.0,1136.0
142.0,287.0,1116.9
143.0,127.0,1128.2
144.0,165.0,1109.6
145.0,187.0,1120.7
146.0,131.0,1131.0
147.0,231.0,1140.0
148.0,130.0,1150.5
149.0,213.0,1160.5
150.0,195.0,1166.0
151.0,165.0,1171.4
152.0,152.0,1178.0
153.0,300.0,1156.6
154.0,128.0,1169.2
155.0,133.0,1147.3
156.0,108.0,1152.9
157.0,157.0,1161.4
158.0,234.0,1173.3
159.0,166.0,1182.0
160.0,242.0,1190.1
161.0,203.0,1203.7
162.0,171.0,1186.0
163.0,143.0,1197.6
164.0,114.0,1205.4
165.0,133.0,1217.7
166.0,128.0,1227.7
167.0,202.0,1208.6
168.0,201.0,1215.3
169.0,173.0,1222.1
170.0,81.0,1233.2
171.0,111.0,1238.3
172.0,176.0,1244.0
173.0,98.0,1255.5
174.0,173.0,1260.6
175.0,160.0,1238.8
176.0,217.0,1216.5
177.0,168.0,1220.0
178.0,300.0,1202.1
179.0,102.0,1205.8
180.0,111.0,1212.2
181.0,111.0,1195.8
182.0,145.0,1184.0
183.0,139.0,1167.4
184.0,162.0,1172.4
185.0,184.0,1162.0
186.0,163.0,1167.4
187.0,300.0,1157.6
188.0,165.0,1165.6
189.0,199.0,1152.8
190.0,94.0,1134.6
191.0,193.0,1140.0
192.0,132.0,1154.8
193.0,206.0,1164.2
194.0,174.0,1152.1
195.0,163.0,1165.8
196.0,132.0,1174.6
197.0,199.0,1154.8
198.0,255.0,1170.2
199.0,125.0,1157.8
200.0,169.0,1169.7
201.0,222.0,1182.1
202.0,75.0,1167.8
203.0,300.0,1181.1
204.0,130.0,1192.6
205.0,131.0,1179.8
206.0,166.0,1194.5
207.0,86.0,1205.3
208.0,217.0,1212.4
209.0,158.0,1221.8
210.0,116.0,1230.6
211.0,109.0,1245.4
212.0,282.0,1255.2
213.0,265.0,1260.4
214.0,202.0,1243.9
215.0,139.0,1225.5
216.0,150.0,1213.7
217.0,82.0,1219.6
218.0,139.0,1225.2
219.0,84.0,1228.6
220.0,93.0,1233.4
221.0,166.0,1244.6
222.0,192.0,1258.6
223.0,155.0,1238.1
224.0,140.0,1241.3
225.0,166.0,1221.6
226.0,151.0,1227.4
227.0,87.0,1236.5
228.0,129.0,1239.4
229.0,101.0,1244.6
230.0,152.0,1221.8
231.0,160.0,1235.9
232.0,205.0,1249.6
233.0,227.0,1253.8
234.0,145.0,1258.5
235.0,111.0,1263.2
236.0,247.0,1270.8
237.0,112.0,1253.6
238.0,201.0,1234.4
239.0,147.0,1218.9
240.0,127.0,1204.5
241.0,143.0,1217.2
242.0,210.0,1197.3
243.0,159.0,1208.7
244.0,300.0,1189.0
245.0,166.0,1178.6
246.0,300.0,1189.1
247.0,101.0,1201.6
248.0,158.0,1210.8
249.0,227.0,1225.2
250.0,117.0,1210.8
251.0,234.0,1196.1
252.0,300.0,1207.8
253.0,241.0,1222.2
254.0,106.0,1210.5
255.0,232.0,1199.2
256.0,153.0,1211.6
257.0,273.0,1218.6
258.0,104.0,1230.1
259.0,256.0,1208.5
260.0,96.0,1195.0
261.0,164.0,1182.3
262.0,106.0,1189.1
263.0,81.0,1195.7
264.0,137.0,1210.3
265.0,130.0,1221.8
266.0,186.0,1229.9
267.0,161.0,1242.8
268.0,195.0,1255.1
269.0,136.0,1264.4
270.0,147.0,1275.6
271.0,185.0,1283.9
272.0,108.0,1288.8
273.0,211.0,1273.2
274.0,130.0,1259.0
275.0,122.0,1262.8
276.0,122.0,1251.5
277.0,193.0,1260.2
278.0,106.0,1273.9
279.0,93.0,1277.8
280.0,157.0,1281.2
281.0,197.0,1268.1
282.0,103.0,1272.5
283.0,300.0,1280.2
284.0,238.0,1286.3
285.0,143.0,1293.4
286.0,92.0,1302.0
287.0,202.0,1311.9
288.0,115.0,1315.1
289.0,138.0,1295.8
290.0,164.0,1301.6
291.0,196.0,1305.9
292.0,114.0,1316.9
293.0,247.0,1326.4
294.0,140.0,1332.2
295.0,168.0,1316.0
296.0,112.0,1325.0
297.0,48.0,1302.7
298.0,152.0,1288.0
299.0,90.0,1297.6
300.0,139.0,1282.6
301.0,244.0,1268.0
302.0,65.0,1280.6
303.0,95.0,1290.6
304.0,114.0,1279.5
305.0,120.0,1288.9
306.0,140.0,1273.7
307.0,153.0,1283.4
308.0,125.0,1271.3
309.0,128.0,1281.6
310.0,187.0,1287.6
311.0,242.0,1293.9
312.0,187.0,1307.0
313.0,128.0,1312.1
314.0,148.0,1322.5
315.0,118.0,1325.7
316.0,294.0,1310.6
317.0,125.0,1290.4
318.0,145.0,1273.2
319.0,136.0,1282.9
320.0,80.0,1267.5
321.0,162.0,1279.0
322.0,118.0,1261.0
323.0,208.0,1246.8
324.0,93.0,1249.8
325.0,97.0,1234.3
326.0,191.0,1246.0
327.0,300.0,1256.3
328.0,118.0,1244.2
329.0,88.0,1233.0
330.0,148.0,1223.7
331.0,94.0,1211.9
332.0,105.0,1218.0
333.0,129.0,1229.2
334.0,81.0,1218.5
335.0,155.0,1206.8
336.0,147.0,1218.0
337.0,300.0,1223.8
338.0,69.0,1211.1
339.0,199.0,1201.4
340.0,134.0,1215.5
341.0,86.0,1228.5
342.0,262.0,1240.1
343.0,83.0,1222.0
344.0,91.0,1233.5
345.0,99.0,1215.3
346.0,116.0,1226.6
347.0,120.0,1237.3
348.0,122.0,1225.8
349.0,123.0,1238.9
350.0,171.0,1249.0
351.0,137.0,1261.6
352.0,105.0,1270.5
353.0,133.0,1274.5
354.0,210.0,1278.3
355.0,180.0,1286.4
356.0,178.0,1273.1
357.0,140.0,1263.0
358.0,119.0,1274.8
359.0,108.0,1283.9
360.0,117.0,1265.4
361.0,299.0,1254.9
362.0,288.0,1243.3
363.0,89.0,1252.8
364.0,236.0,1241.6
365.0,203.0,1255.4
366.0,185.0,1266.6
367.0,137.0,1247.6
368.0,125.0,1258.9
369.0,284.0,1268.2
370.0,99.0,1275.9
371.0,146.0,1266.2
372.0,199.0,1274.9
373.0,274.0,1287.2
374.0,124.0,1294.6
375.0,266.0,1307.3
376.0,68.0,1312.5
377.0,168.0,1318.7
378.0,102.0,1305.8
379.0,67.0,1308.0
380.0,112.0,1319.8
381.0,186.0,1307.9
382.0,189.0,1295.6
383.0,102.0,1298.4
384.0,136.0,1301.5
385.0,123.0,1288.3
386.0,145.0,1296.1
387.0,192.0,1283.0
388.0,228.0,1294.4
389.0,89.0,1303.1
390.0,92.0,1313.1
391.0,194.0,1301.9
392.0,148.0,1311.0
393.0,159.0,1297.9
394.0,87.0,1301.5
395.0,125.0,1311.3
396.0,147.0,1300.1
397.0,140.0,1307.3
398.0,300.0,1312.2
399.0,194.0,1298.9
400.0,167.0,1297.7
401.0,148.0,1308.2
402.0,204.0,1317.7
403.0,161.0,1327.3
404.0,173.0,1335.5
405.0,74.0,1320.9
406.0,300.0,1331.7
407.0,120.0,1342.6
408.0,300.0,1341.8
409.0,214.0,1344.9
410.0,178.0,1349.1
411.0,300.0,1350.9
412.0,210.0,1355.3
413.0,139.0,1340.6
414.0,145.0,1349.0
415.0,126.0,1357.3
416.0,172.0,1344.8
417.0,126.0,1353.4
418.0,131.0,1355.1
419.0,71.0,1363.0
420.0,239.0,1368.6
421.0,300.0,1371.1
422.0,132.0,1356.6
423.0,141.0,1367.6
424.0,300.0,1372.9
425.0,204.0,1380.1
426.0,135.0,1366.5
427.0,300.0,1352.4
428.0,97.0,1354.0
429.0,136.0,1352.9
430.0,170.0,1363.0
431.0,121.0,1349.3
432.0,134.0,1333.6
433.0,84.0,1344.0
434.0,103.0,1352.3
435.0,168.0,1359.9
436.0,300.0,1345.3
437.0,110.0,1350.7
438.0,162.0,1339.6
439.0,103.0,1341.7
440.0,198.0,1349.9
441.0,74.0,1335.8
442.0,131.0,1322.1
443.0,300.0,1330.5
444.0,102.0,1340.4
445.0,178.0,1334.7
446.0,104.0,1345.1
447.0,212.0,1333.6
448.0,173.0,1322.4
449.0,139.0,1334.3
450.0,198.0,1340.1
451.0,116.0,1350.8
452.0,300.0,1361.9
453.0,207.0,1363.7
454.0,149.0,1372.9
455.0,300.0,1376.4
456.0,172.0,1381.1
457.0,74.0,1390.7
458.0,150.0,1392.6
459.0,128.0,1401.9
460.0,100.0,1403.9
461.0,257.0,1407.1
462.0,104.0,1408.8
463.0,140.0,1415.9
464.0,300.0,1420.4
465.0,129.0,1430.8
466.0,164.0,1415.2
467.0,102.0,1422.5
468.0,184.0,1427.3
469.0,150.0,1410.4
470.0,128.0,1395.8
471.0,167.0,1381.1
472.0,140.0,1367.1
473.0,76.0,1374.2
474.0,107.0,1362.2
475.0,154.0,1349.9
476.0,131.0,1357.6
477.0,91.0,1367.5
478.0,152.0,1374.8
479.0,181.0,1377.7
480.0,149.0,1384.1
481.0,106.0,1387.7
482.0,175.0,1397.5
483.0,164.0,1384.9
484.0,200.0,1390.9
485.0,149.0,1398.5
486.0,86.0,1383.4
487.0,93.0,1387.8
488.0,166.0,1395.7
489.0,294.0,1378.5
490.0,113.0,1365.2
491.0,100.0,1375.0
492.0,190.0,1361.9
493.0,147.0,1366.6
494.0,92.0,1370.0
495.0,85.0,1380.1
496.0,147.0,1387.7
497.0,121.0,1396.3
498.0,300.0,1404.8
499.0,136.0,1413.6
500.0,145.0,1421.2
501.0,133.0,1423.7
502.0,91.0,1409.7
503.0,137.0,1398.8
504.0,205.0,1388.2
505.0,121.0,1396.7
506.0,300.0,1386.5
507.0,146.0,1391.1
508.0,162.0,1398.5
509.0,158.0,1405.7
510.0,117.0,1413.4
511.0,196.0,1415.0
512.0,152.0,1420.4
513.0,280.0,1405.3
514.0,152.0,1393.1
515.0,113.0,1381.0
516.0,200.0,1389.6
517.0,175.0,1377.1
518.0,203.0,1387.2
519.0,300.0,1375.2
520.0,135.0,1383.5
521.0,108.0,1370.7
522.0,261.0,1382.6
523.0,135.0,1368.0
524.0,145.0,1378.2
525.0,102.0,1387.8
526.0,210.0,1376.3
527.0,126.0,1383.9
528.0,108.0,1395.1
529.0,185.0,1404.2
530.0,91.0,1406.7
531.0,128.0,1415.1
532.0,91.0,1419.0
533.0,156.0,1404.5
534.0,267.0,1390.4
535.0,143.0,1394.3
536.0,98.0,1401.2
537.0,225.0,1405.7
538.0,273.0,1407.8
539.0,108.0,1416.1
540.0,198.0,1401.5
541.0,238.0,1405.1
542.0,116.0,1410.6
543.0,110.0,1420.9
544.0,176.0,1408.4
545.0,181.0,1415.8
546.0,139.0,1402.9
547.0,120.0,1408.7
548.0,300.0,1414.0
549.0,171.0,1420.5
550.0,185.0,1406.9
551.0,165.0,1413.8
552.0,91.0,1417.2
553.0,133.0,1426.9
554.0,210.0,1434.1
555.0,129.0,1437.6
556.0,128.0,1447.1
557.0,161.0,1432.5
558.0,94.0,1437.1
559.0,123.0,1424.1
560.0,148.0,1426.5
561.0,124.0,1436.3
562.0,139.0,1423.9
563.0,179.0,1412.9
564.0,254.0,1418.4
565.0,96.0,1424.6
566.0,195.0,1411.5
567.0,139.0,1416.6
568.0,188.0,1422.5
569.0,107.0,1429.5
570.0,93.0,1417.4
571.0,118.0,1407.4
572.0,140.0,1417.9
573.0,74.0,1425.1
574.0,300.0,1426.5
575.0,300.0,1409.7
576.0,300.0,1397.4
577.0,97.0,1404.8
578.0,110.0,1395.5
579.0,102.0,1383.7
580.0,217.0,1390.9
581.0,248.0,1395.3
582.0,114.0,1402.1
583.0,195.0,1391.2
584.0,87.0,1394.4
585.0,134.0,1399.7
586.0,109.0,1390.8
587.0,107.0,1400.5
588.0,189.0,1409.6
589.0,142.0,1416.9
590.0,169.0,1427.1
591.0,123.0,1433.1
592.0,154.0,1439.1
593.0,189.0,1440.8
594.0,82.0,1430.0
595.0,120.0,1433.5
596.0,216.0,1419.0
597.0,61.0,1428.5
598.0,195.0,1418.1
599.0,174.0,1406.1
600.0,300.0,1394.5
601.0,296.0,1381.8
602.0,196.0,1392.8
603.0,120.0,1382.5
604.0,106.0,1394.2
605.0,95.0,1398.2
606.0,146.0,1388.2
607.0,98.0,1400.1
608.0,169.0,1402.2
609.0,134.0,1408.6
610.0,206.0,1396.3
611.0,136.0,1406.5
612.0,124.0,1416.6
613.0,214.0,1421.1
614.0,81.0,1410.7
615.0,117.0,1412.0
616.0,78.0,1418.3
617.0,300.0,1408.0
618.0,127.0,1417.4
619.0,122.0,1426.7
620.0,91.0,1435.9
621.0,190.0,1443.6
622.0,185.0,1449.7
623.0,152.0,1454.6
624.0,249.0,1462.6
625.0,92.0,1471.6
626.0,199.0,1473.3
627.0,228.0,1481.1
628.0,195.0,1468.3
629.0,123.0,1457.2
630.0,133.0,1462.3
631.0,167.0,1469.0
632.0,300.0,1472.1
633.0,219.0,1460.6
634.0,173.0,1467.9
635.0,96.0,1458.1
636.0,100.0,1467.2
637.0,190.0,1470.1
638.0,300.0,1474.8
639.0,87.0,1463.3
640.0,142.0,1459.4
641.0,258.0,1460.8
642.0,176.0,1470.2
643.0,187.0,1457.6
644.0,216.0,1465.7
645.0,208.0,1454.4
646.0,116.0,1442.3
