# GameN, gameLength, gameElo, minBase, dinBase, meandistMine, meandistDine, isInFront, carryEnimy, carryAlly
1.00000,153.00000,1000.00000,4.76637,16.81232,27.78299,22.33236,0.50000,0.16031,0.12512
2.00000,101.00000,1000.00000,4.41898,17.03704,30.05556,14.17708,0.50000,0.34028,0.08333
3.00000,158.00000,1042.04482,4.58568,16.91106,27.35249,24.22234,0.68872,0.08243,0.00759
4.00000,104.00000,1103.57957,4.22788,17.05088,32.68695,16.00111,0.50000,0.34181,0.06748
5.00000,234.00000,1085.85086,4.82869,16.64624,25.52298,14.28621,0.63405,0.16156,0.09889
6.00000,156.00000,1111.18978,4.46190,17.19238,32.29647,19.21840,0.56877,0.08457,0.00743
7.00000,209.00000,1158.53285,4.93392,16.38095,17.22449,17.66569,0.50000,0.20019,0.17979
8.00000,130.00000,1155.30026,5.02594,16.43632,28.49528,22.55778,0.53479,0.22052,0.14858
9.00000,137.00000,1172.56096,4.07667,17.45514,18.87765,20.68026,0.59054,0.31485,0.19902
10.00000,113.00000,1211.10906,4.56135,17.02454,20.05368,12.83896,0.88650,0.31135,0.16871
11.00000,157.00000,1207.18018,4.19138,17.06513,26.24349,21.17234,0.60822,0.07916,0.03607
12.00000,186.00000,1203.42374,4.42101,16.99402,27.49189,14.99573,0.56874,0.15542,0.07771
13.00000,300.00000,1199.82149,6.42707,15.04454,22.28297,19.99214,0.71572,0.37467,0.10655
14.00000,83.00000,1249.02234,5.65938,15.86504,33.20051,18.75450,0.50000,0.26735,0.08355
15.00000,262.00000,1258.97696,5.57176,15.79697,20.71295,26.93466,0.67678,0.48191,0.14702
16.00000,208.00000,1268.31659,5.61686,15.85272,19.67876,23.65315,0.62006,0.43863,0.29029
17.00000,106.00000,1277.11030,4.02625,17.34125,30.56000,20.63750,0.50625,0.02375,0.01500
18.00000,73.00000,1236.16840,4.78920,16.77526,25.66202,18.46341,0.50000,0.20732,0.10105
19.00000,171.00000,1232.29212,4.95326,16.52055,29.92909,21.34649,0.70870,0.24174,0.08944
20.00000,142.00000,1276.44303,6.10538,15.37102,25.66411,18.17344,0.50000,0.34907,0.20966
21.00000,131.00000,1301.26404,4.98921,16.51619,32.83633,14.33993,0.50000,0.15378,0.05576
22.00000,150.00000,1342.74263,6.02785,15.31139,24.85570,23.20253,0.57405,0.41392,0.13418
23.00000,127.00000,1348.37898,5.56585,15.96911,35.05935,9.74309,0.55528,0.50894,0.03577
24.00000,110.00000,1353.79621,2.95440,18.27516,13.93396,11.42296,0.93003,0.08176,0.02830
25.00000,107.00000,1375.66781,6.13984,15.13278,28.86957,16.14689,0.50000,0.47709,0.18684
26.00000,217.00000,1368.41108,4.88640,16.57100,24.46413,18.97683,0.51943,0.16741,0.08670
27.00000,133.00000,1387.54256,5.43833,16.23348,25.39978,21.74559,0.50000,0.25110,0.07379
28.00000,163.00000,1403.69610,3.59186,17.73382,24.52296,13.60647,0.50000,0.30063,0.28810
29.00000,180.00000,1407.57233,5.41285,16.11743,30.70015,22.74594,0.75554,0.20089,0.00148
30.00000,109.00000,1422.30253,3.41176,17.85215,28.72655,21.36566,0.54134,0.06836,0.07790
31.00000,224.00000,1393.80848,5.07686,16.36029,22.44916,20.64612,0.50320,0.28423,0.08647
32.00000,149.00000,1366.67989,5.69200,15.88400,34.66000,23.20240,0.54360,0.18160,0.07920
33.00000,81.00000,1343.46026,3.58309,17.67055,22.21429,16.78280,0.50000,0.29883,0.06706
34.00000,300.00000,1361.35757,6.50990,14.89904,21.68371,22.19553,0.57093,0.52141,0.21853
35.00000,152.00000,1381.59277,4.39039,16.93473,21.63177,15.56527,0.81897,0.22291,0.02956
36.00000,106.00000,1365.14965,3.19683,18.01587,19.11746,11.50000,0.50000,0.23810,0.16667
37.00000,209.00000,1358.85437,5.74145,15.83563,29.62448,18.33473,0.50000,0.20096,0.11038
38.00000,300.00000,1352.79131,5.99841,15.53651,25.89524,16.57937,0.66310,0.61111,0.38175
39.00000,174.00000,1371.79634,5.28265,16.04830,29.41324,16.17084,0.53578,0.16726,0.06977
40.00000,97.00000,1376.00793,4.15861,17.18956,20.16828,22.31335,0.50000,0.42747,0.46228
41.00000,143.00000,1352.62681,4.08974,17.20769,22.38462,17.72308,0.70833,0.07179,0.08077
42.00000,281.00000,1369.07001,7.35676,13.93348,21.57899,17.36281,0.80537,0.53212,0.26909
43.00000,182.00000,1362.89620,5.06077,16.54846,27.80000,16.55538,0.54308,0.16308,0.04231
44.00000,156.00000,1382.76866,4.97732,16.69187,28.91871,19.97637,0.59972,0.30435,0.02930
45.00000,133.00000,1399.67221,4.45729,16.77398,22.24836,18.60578,0.50000,0.39947,0.18265
46.00000,170.00000,1377.58234,5.15111,16.32199,30.22943,17.20807,0.50000,0.35127,0.16535
47.00000,117.00000,1396.43361,4.65816,16.90102,39.14592,18.68878,0.50000,0.17449,0.05612
48.00000,86.00000,1399.97098,4.15074,17.11306,29.86406,17.96501,0.50000,0.28937,0.10902
49.00000,94.00000,1414.70595,5.00348,16.27178,23.61498,16.53484,0.83972,0.10279,0.00348
50.00000,125.00000,1417.88655,3.84068,17.51002,28.94790,24.55411,0.79459,0.11623,0.07816
51.00000,218.00000,1410.43815,4.60954,16.82235,26.59322,12.54363,0.51130,0.24922,0.06529
52.00000,209.00000,1423.09095,5.65512,15.86634,23.84901,17.90182,0.65223,0.08663,0.01980
53.00000,182.00000,1426.08888,5.41660,16.14115,28.24209,19.27117,0.76433,0.23011,0.06587
54.00000,143.00000,1437.88456,5.75718,15.84091,22.31579,21.66507,0.50000,0.49761,0.32057
55.00000,300.00000,1449.08859,7.50103,14.11119,23.92519,18.74743,0.73473,0.36719,0.06452
56.00000,115.00000,1451.66269,5.42007,15.86218,30.60198,14.25028,0.50000,0.63616,0.24917
57.00000,227.00000,1428.30230,5.35075,16.14331,21.64291,16.16548,0.55503,0.28820,0.09184
58.00000,99.00000,1431.15239,4.54942,16.97946,32.84467,20.21694,0.50000,0.07959,0.01797
59.00000,188.00000,1443.01037,5.05435,16.47217,32.71775,13.39293,0.50000,0.24754,0.03602
60.00000,133.00000,1417.67822,5.48406,15.86056,32.32968,17.30777,0.50000,0.30378,0.11753
61.00000,135.00000,1430.69441,5.31209,16.32967,20.77692,20.70110,0.50000,0.37033,0.29780
62.00000,218.00000,1433.46123,5.92089,15.54512,27.17985,26.99135,0.72590,0.04821,0.05130
63.00000,121.00000,1436.17660,4.87734,16.53247,28.54401,26.12121,0.68326,0.06926,0.05772
64.00000,110.00000,1447.03101,5.27860,16.13030,33.88771,16.68750,0.81462,0.30720,0.00106
65.00000,139.00000,1428.66326,4.67394,16.80589,26.65213,20.67394,0.57306,0.06216,0.02617
66.00000,142.00000,1447.44493,5.36332,16.28720,26.56171,17.46482,0.65398,0.26528,0.05190
67.00000,300.00000,1439.49895,5.19931,16.34894,28.17362,13.80925,0.50000,0.24557,0.13307
68.00000,89.00000,1431.85938,4.31630,16.88078,31.68491,13.00852,0.50000,0.44161,0.06691
69.00000,107.00000,1443.24407,4.83798,16.53755,38.69421,19.80794,0.50000,0.25322,0.01502
70.00000,122.00000,1445.75349,4.00273,17.39836,28.10232,12.72442,0.51160,0.55525,0.28513
71.00000,231.00000,1462.40764,4.80269,16.60362,29.63222,15.74314,0.50000,0.11092,0.04729
72.00000,198.00000,1454.07339,5.14339,16.42272,24.24395,16.73836,0.50000,0.46555,0.36313
73.00000,300.00000,1463.83600,6.71774,15.04839,18.79738,17.51411,0.50252,0.48185,0.07359
74.00000,255.00000,1466.05165,5.27380,16.21543,25.86310,13.01390,0.57505,0.41904,0.21056
75.00000,121.00000,1458.22882,4.05911,17.32109,31.55591,20.19808,0.50000,0.05272,0.00000
76.00000,300.00000,1450.15696,5.09545,16.32273,21.86104,19.57143,0.50000,0.19156,0.22987
77.00000,172.00000,1418.64904,4.90769,16.66667,31.86374,14.82198,0.50000,0.29670,0.12821
78.00000,153.00000,1435.41847,5.27646,16.15691,27.51308,23.95019,0.66127,0.13325,0.01370
79.00000,262.00000,1437.95583,6.21943,15.18219,19.72308,12.73117,0.50000,0.38623,0.07206
80.00000,139.00000,1414.59805,3.76486,17.61171,30.39730,18.37477,0.50000,0.21441,0.07928
