1057,972,1032,1054,1041,1064,1067,1154,1141,1167,1107,1172,1194,1183,1183,1241,1253,1276,1326,1347,1416,1402,1448,1443,1417,1430,1449,1490,1581,1563,1536,1456,1514,1546,1554,1616,1612,1625,1598,1617,1724,1633,1703,1664,1598,1641,1629,1657,1712,1634,1678,1694,1656,1671,1709,1632,1690,1629,1619,1664,1685,1717,1766,1724,1704,1730,1759,1709,1682,1683,1730,1687,1731,1718,1712,1689,1790,1734,1753,1712,1703,1794,1781,1777,1831,1819,1790,1814,1760,1795,1838,1818,1830,1801,1777,1795,1810,1790,1816,1829,1854,1790,1820,1828,1819,1776,1806,1744,1850,1837,1827,1832,1834,1841,1866,1854,1854,1852,1841,1849,1852,1839,1843,1871,1864,1789,1776,1781,1822,1798,1811,1826,1819,1794,1800,1808,1800,1797,1797,1775,1793,1793,1802,1802,1821,1793,1805,1818,1798,1794
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
