1123,1101,1230,1126,1075,1132,1155,1142,1151,1137,1108,1156,1058,1136,1149,1139,1171,1196,1140,1225,1223,1187,1150,1250,1190,1076,1196,1131,1157,1091,1178,1110,1147,1111,1084,1026,1128,1175,1080,1169,1062,1153,1074,1208,1127,1130,1174,1192,1260,1201,1155,1200,1185,1173,1155,1242,1245,1188,1222,1160,1187,1151,1220,1259,1198,1127,1087,1227,1103,1125,1186,1080,1246,1230,1264,1204,1200,1107,1121,1059,1135,1137,1179,1129,1228,1169,1207,1138,1143,1157,1061,1105,1103,1209,1161,1133,1233,1257,1215,1210,1168,1164,1142,1144,1146,1123,1235,1141,1214,1214,1187,1159,1177,1156,1127,1084,1017,1139,1124,1237,1133,1176,1188,1074,1160,1226,1261,1331,1245,1270,1175,1081,1180,1221,1234,1308,1284,1281,1217,1233,1211,1250,1165,1230,1191,1147,1196,1112,1196,1209
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
