1293,1660,1224,1199,1276,1267,1430,1322,1453,1497,1589,1583,1567,1632,1702,1716,1767,1679,1710,1771,1769,1773,1819,1779,1781,1847,1870,1771,1850,1877,1861,1832,1810,1868,1812,1872,1874,1850,1894,1905,1971,1902
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
