# GameN, gameLength, gameElo, minBase, dinBase
1.0,120.0,1400.0,0.2,0.2
2.0,118.0,1400.0,0.2,0.2
3.0,141.0,1407.6,0.2,0.2
4.0,160.0,1414.3,0.1,0.2
5.0,118.0,1349.5,0.2,0.1
6.0,79.0,1357.4,0.3,0.2
7.0,153.0,1364.7,0.1,0.2
8.0,144.0,1309.9,0.1,0.1
9.0,137.0,1318.4,0.2,0.3
10.0,146.0,1326.4,0.2,0.2
11.0,108.0,1333.9,0.3,0.2
12.0,124.0,1340.9,0.2,0.2
13.0,148.0,1293.8,0.2,0.3
14.0,70.0,1302.0,0.2,0.2
15.0,97.0,1309.7,0.2,0.3
16.0,172.0,1266.2,0.2,0.3
17.0,98.0,1275.1,0.2,0.3
18.0,125.0,1283.5,0.2,0.2
19.0,141.0,1291.4,0.2,0.2
20.0,129.0,1298.9,0.2,0.2
21.0,163.0,1306.1,0.2,0.2
22.0,147.0,1313.0,0.1,0.1
23.0,138.0,1319.5,0.2,0.2
24.0,103.0,1341.9,0.1,0.2
25.0,87.0,1347.4,0.3,0.2
26.0,37.0,1366.2,0.4,0.1
27.0,74.0,1338.2,0.2,0.2
28.0,94.0,1313.8,0.3,0.3
29.0,186.0,1292.7,0.2,0.3
30.0,180.0,1274.4,0.1,0.1
31.0,128.0,1258.4,0.2,0.2
32.0,136.0,1223.9,0.2,0.2
33.0,204.0,1232.9,0.2,0.2
34.0,99.0,1199.9,0.1,0.1
35.0,109.0,1189.0,0.2,0.2
36.0,102.0,1199.4,0.2,0.3
37.0,102.0,1189.2,0.2,0.3
38.0,52.0,1179.9,0.3,0.3
39.0,213.0,1150.2,0.1,0.2
40.0,134.0,1182.9,0.1,0.2
41.0,135.0,1193.2,0.2,0.3
42.0,85.0,1222.5,0.3,0.2
43.0,78.0,1191.8,0.3,0.2
44.0,145.0,1174.0,0.1,0.2
45.0,118.0,1158.2,0.2,0.2
46.0,146.0,1169.3,0.1,0.2
47.0,85.0,1179.8,0.2,0.4
48.0,97.0,1189.8,0.1,0.2
49.0,113.0,1216.9,0.1,0.1
50.0,132.0,1225.3,0.1,0.2
51.0,123.0,1233.4,0.2,0.2
52.0,121.0,1219.3,0.1,0.2
53.0,74.0,1239.9,0.1,0.2
54.0,106.0,1247.3,0.2,0.2
55.0,160.0,1270.3,0.1,0.2
56.0,111.0,1286.8,0.2,0.2
57.0,135.0,1265.0,0.2,0.2
58.0,165.0,1271.5,0.1,0.1
59.0,121.0,1277.8,0.2,0.3
60.0,119.0,1297.6,0.2,0.3
61.0,142.0,1276.7,0.2,0.2
62.0,113.0,1295.4,0.2,0.2
63.0,106.0,1300.9,0.2,0.4
64.0,125.0,1318.4,0.3,0.2
65.0,106.0,1297.9,0.1,0.2
66.0,113.0,1279.0,0.1,0.1
67.0,129.0,1296.7,0.1,0.2
68.0,129.0,1312.6,0.1,0.2
69.0,182.0,1282.7,0.2,0.2
70.0,111.0,1288.4,0.2,0.2
71.0,107.0,1270.6,0.2,0.2
72.0,129.0,1288.9,0.2,0.2
73.0,94.0,1305.3,0.1,0.3
