955,1054,1015,1066,1160,1192,1428,1519,1497,1458,1568,1590,1528,1470,1468,1589,1567,1474,1714,1699,1577,1676,1639,1630,1662,1717,1751,1710,1676,1830,1601,1723,1791,1739,1732,1749,1747,1739,1757,1784,1755,1694,1730,1827,1778,1784,1783,1795,1824,1802,1748,1776,1794,1793,1779,1800,1846,1822,1859,1846,1842,1879,1826,1811,1759,1804,1822,1807,1843,1828,1879,1857,1917,1928,1844,1819,1858,1851,1843,1861
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
