1293,1660,1178,1266,1314,1249,1343,1471,1435,1545,1630,1565,1646,1760,1733,1780,1679,1701,1708,1827,1791,1788,1805,1829,1778,1732,1832,1893,1859,1764,1821,1836,1857,1857,1786,1895,1897,1840,1808,1911,1859,1853
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
