# GameN, gameLength, gameElo, minBase, dinBase
1.0,75.0,1400.0,4.4,17.0
2.0,195.0,1400.0,4.3,17.2
3.0,113.0,1323.6,6.3,15.2
4.0,193.0,1333.8,5.1,16.4
5.0,111.0,1342.8,5.3,16.0
6.0,135.0,1351.0,5.4,16.2
7.0,149.0,1358.4,4.4,17.0
8.0,107.0,1365.4,5.1,16.3
9.0,237.0,1371.8,4.6,16.9
10.0,138.0,1377.9,5.1,16.4
11.0,127.0,1383.6,4.1,17.3
12.0,213.0,1389.1,4.6,16.8
13.0,106.0,1394.3,4.9,16.6
14.0,149.0,1399.2,5.1,16.4
15.0,132.0,1403.9,4.7,16.7
16.0,158.0,1408.4,5.0,16.4
17.0,73.0,1412.8,3.8,17.4
18.0,200.0,1417.0,5.1,16.2
19.0,131.0,1421.0,6.6,14.9
20.0,191.0,1424.9,5.4,16.0
21.0,125.0,1428.7,5.0,16.6
22.0,103.0,1432.3,5.2,16.2
23.0,126.0,1435.9,4.0,17.2
24.0,200.0,1439.3,5.6,15.9
25.0,103.0,1442.6,4.0,17.6
26.0,164.0,1445.9,5.5,16.1
27.0,190.0,1422.9,5.3,16.2
28.0,117.0,1426.4,5.1,16.2
29.0,98.0,1406.5,5.2,16.3
30.0,151.0,1410.3,3.7,17.6
31.0,142.0,1435.6,3.4,17.8
32.0,163.0,1415.3,4.3,17.0
33.0,157.0,1376.8,5.4,16.0
34.0,300.0,1361.4,4.8,16.5
35.0,143.0,1389.2,6.0,15.5
36.0,179.0,1372.6,6.1,15.3
37.0,155.0,1376.9,3.0,18.3
38.0,102.0,1362.2,3.9,17.4
39.0,169.0,1366.6,4.8,16.8
40.0,156.0,1353.4,6.4,15.1
41.0,210.0,1358.0,6.2,15.3
42.0,144.0,1362.5,4.8,16.6
43.0,300.0,1366.8,5.9,15.6
44.0,200.0,1393.6,6.0,15.4
45.0,84.0,1417.5,2.6,18.8
46.0,162.0,1438.7,3.9,17.6
47.0,198.0,1419.0,4.9,16.5
48.0,132.0,1422.2,3.9,17.6
49.0,191.0,1399.9,4.2,17.1
50.0,268.0,1380.2,4.7,16.8
51.0,75.0,1384.0,4.7,16.8
52.0,146.0,1403.8,5.9,15.6
53.0,196.0,1407.1,6.0,15.5
54.0,212.0,1410.4,5.5,15.9
55.0,148.0,1413.6,4.1,17.2
56.0,144.0,1397.1,3.4,18.0
57.0,128.0,1400.5,5.0,16.4
58.0,233.0,1403.8,5.1,16.4
59.0,195.0,1407.0,3.9,17.5
60.0,300.0,1410.2,5.7,15.8
61.0,241.0,1431.0,4.8,16.6
62.0,98.0,1449.7,5.5,16.0
63.0,300.0,1464.2,4.8,16.8
64.0,248.0,1481.2,4.9,16.6
65.0,288.0,1461.1,5.6,16.1
66.0,127.0,1439.0,4.8,16.7
67.0,87.0,1422.1,4.0,17.4
68.0,203.0,1403.1,4.3,17.3
69.0,148.0,1386.9,4.8,16.9
70.0,178.0,1405.5,4.2,17.2
71.0,175.0,1408.5,5.6,16.0
72.0,232.0,1393.0,5.2,16.3
73.0,161.0,1379.6,3.0,18.2
74.0,159.0,1366.3,4.0,17.3
75.0,155.0,1354.3,4.0,17.3
76.0,300.0,1358.2,5.0,16.5
77.0,150.0,1362.0,4.0,17.4
78.0,225.0,1367.7,4.6,16.7
79.0,174.0,1371.3,4.6,16.8
80.0,190.0,1393.0,4.5,17.0
81.0,202.0,1409.7,4.5,16.8
82.0,202.0,1412.6,3.8,17.5
83.0,200.0,1399.4,3.3,17.9
84.0,165.0,1402.4,3.8,17.6
85.0,300.0,1419.4,4.6,16.8
86.0,200.0,1422.1,4.3,17.2
87.0,300.0,1437.3,4.3,17.2
88.0,163.0,1451.0,4.9,16.7
89.0,122.0,1447.1,3.9,17.4
90.0,188.0,1433.2,4.6,16.9
91.0,158.0,1435.6,4.6,17.0
92.0,117.0,1452.8,4.0,17.2
93.0,300.0,1471.6,4.6,16.9
94.0,250.0,1473.6,4.6,16.8
95.0,144.0,1458.4,4.4,17.2
96.0,110.0,1444.7,3.1,18.1
97.0,230.0,1425.3,4.4,17.2
98.0,210.0,1407.1,5.7,16.1
99.0,156.0,1422.2,4.4,17.0
100.0,249.0,1442.5,4.1,17.4
101.0,173.0,1444.8,4.5,17.0
102.0,211.0,1447.1,3.5,17.8
103.0,191.0,1465.2,3.4,18.0
104.0,266.0,1435.9,4.3,17.2
105.0,222.0,1453.6,3.8,17.6
106.0,300.0,1465.8,4.5,17.0
107.0,300.0,1480.1,4.9,16.5
108.0,196.0,1493.2,4.2,17.3
109.0,300.0,1474.1,4.1,17.3
110.0,236.0,1457.4,4.2,17.2
111.0,300.0,1456.2,4.3,17.2
112.0,228.0,1467.6,3.8,17.5
113.0,133.0,1462.6,3.2,18.1
114.0,300.0,1478.0,4.4,17.0
115.0,262.0,1479.8,3.7,17.6
116.0,154.0,1494.4,3.5,17.9
117.0,274.0,1473.5,4.3,17.1
118.0,255.0,1487.7,4.6,16.9
119.0,270.0,1500.4,4.4,17.1
120.0,300.0,1480.1,3.6,17.8
121.0,276.0,1461.5,3.8,17.6
122.0,300.0,1444.6,4.4,17.2
123.0,111.0,1459.2,3.6,17.7
124.0,252.0,1473.6,4.4,17.1
125.0,220.0,1456.8,4.4,17.0
126.0,140.0,1469.1,3.4,18.0
127.0,255.0,1453.2,4.9,16.5
128.0,178.0,1455.2,3.8,17.5
129.0,217.0,1457.3,4.6,16.9
130.0,204.0,1471.7,3.9,17.4
131.0,187.0,1473.5,4.8,16.7
132.0,235.0,1487.9,3.5,17.9
133.0,300.0,1489.6,3.8,17.6
134.0,300.0,1491.2,3.7,17.6
135.0,204.0,1503.5,3.1,18.3
136.0,198.0,1514.6,3.7,17.9
137.0,182.0,1523.9,4.8,16.7
138.0,264.0,1532.5,4.3,17.2
139.0,300.0,1513.4,3.6,17.8
140.0,300.0,1495.1,4.3,17.1
141.0,106.0,1504.4,4.3,17.2
