1027,1084,1104,1085,1161,1059,1129,1114,1112,1141,1150,1218,1260,1301,1250,1314,1270,1307,1402,1454,1527,1455,1475,1518,1631,1549,1624,1622,1611,1585,1680,1586,1678,1701,1707,1679,1703,1658,1651,1636,1715,1664,1717,1648,1666,1661,1659,1699,1681,1650,1660,1714,1656,1742,1683,1743,1677,1710,1633,1737,1712,1723,1696,1741,1712,1771,1749,1701,1766,1704,1728,1758,1763,1760,1752,1779,1801,1788,1796,1759,1765,1749,1784,1768,1775,1771,1740,1756,1798,1778,1769,1757,1757,1733,1725,1740,1746,1723,1735,1745
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
