1257,1358,1491,1614,1599,1456,1602,1452,1555,1488,1578,1524,1537,1484,1437,1476,1594,1568,1597,1607,1557,1547,1570,1494,1571,1531,1519,1558,1560,1578,1559,1543,1507,1532,1522,1556,1527,1549,1536,1601,1600,1515,1610,1710,1563,1586,1513,1582,1523,1591,1571,1522,1605,1502,1520,1621,1614,1599,1500,1559,1535,1547,1568,1551,1540,1526,1478,1551,1491,1516,1625,1609,1606,1542,1513,1528,1549,1585,1575,1588
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
