1119,1205,1379,1347,1417,1564,1576,1560,1607,1523,1483,1610,1559,1612,1721,1698,1633,1643,1631,1640,1697,1735,1719,1667,1661,1704,1658,1704,1752,1680,1633,1755,1796,1700,1725,1668,1700,1645,1678,1719,1658,1669,1758,1729,1698,1695,1729,1758,1759,1791
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
