1427,1412,1373,1450,1466,1403,1475,1504,1466,1492,1442,1470,1468,1433,1424,1408,1479,1460,1428,1409,1462,1386,1508,1497,1515,1445,1539,1522,1491,1487,1425,1468,1436,1509,1473,1506,1464,1461,1526,1571,1556,1517,1514,1548,1576,1536,1514,1549,1553,1559
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
