1518,1525,1510,1428,1552,1464,1460,1422,1543,1491,1532,1588,1581,1524,1562,1471,1479,1511,1518,1533,1538,1578,1595,1521,1493,1589,1485,1565,1565,1623,1585,1597,1607,1592,1599,1635,1582,1639,1657,1662,1725,1654,1639,1714,1705,1663,1621,1635,1649,1649
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
