1545,1482,1491,1488,1562,1560,1529,1507,1607,1595,1534,1565,1643,1489,1577,1642,1608,1576,1641,1605,1647,1629,1598,1607,1602,1591,1668,1668,1664,1692,1599,1677,1668,1725,1719,1674,1653,1699,1608,1688,1655,1691,1685,1676,1689,1713,1668,1736,1723,1725
1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
