# GameN, gameLength, gameElo, minBase, dinBase
1.0,280.0,1000.0,2.4,18.7
2.0,204.0,1000.0,4.4,16.6
3.0,300.0,1071.0,4.5,16.5
4.0,159.0,1068.5,1.3,19.7
5.0,91.0,1066.3,3.2,17.9
6.0,210.0,1093.4,3.1,17.9
7.0,111.0,1078.1,1.6,19.4
8.0,133.0,1102.0,3.1,18.0
9.0,223.0,1099.7,2.2,18.8
10.0,162.0,1097.5,2.7,18.3
11.0,170.0,1151.7,1.8,19.2
12.0,170.0,1134.8,3.8,17.3
13.0,173.0,1132.4,1.5,19.5
14.0,125.0,1149.1,3.9,17.1
15.0,215.0,1146.5,2.3,18.7
16.0,170.0,1161.8,1.5,19.5
17.0,194.0,1145.9,1.7,19.3
18.0,167.0,1143.5,2.0,19.0
19.0,114.0,1129.1,2.7,18.3
20.0,104.0,1144.5,1.4,19.6
21.0,168.0,1142.2,1.3,19.7
22.0,206.0,1128.5,3.4,17.6
23.0,300.0,1126.4,2.5,18.5
24.0,159.0,1159.4,4.6,16.4
25.0,152.0,1127.2,2.0,19.0
26.0,246.0,1141.7,1.5,19.5
27.0,270.0,1128.7,3.3,17.8
28.0,227.0,1160.3,2.2,18.8
29.0,143.0,1172.7,2.6,18.5
30.0,150.0,1201.4,1.7,19.3
31.0,186.0,1185.6,2.2,18.8
32.0,162.0,1183.0,3.0,18.0
33.0,230.0,1180.5,3.7,17.3
34.0,110.0,1191.4,3.6,17.4
35.0,231.0,1201.7,1.4,19.7
36.0,237.0,1211.5,1.5,19.5
37.0,300.0,1208.7,2.5,18.5
38.0,217.0,1233.8,3.3,17.7
39.0,138.0,1201.9,3.7,17.3
40.0,191.0,1211.4,1.8,19.2
41.0,177.0,1235.9,2.4,18.7
42.0,166.0,1219.4,3.4,17.7
43.0,300.0,1216.5,3.6,17.5
44.0,300.0,1186.2,3.1,17.9
45.0,162.0,1157.3,2.0,19.0
46.0,212.0,1145.2,2.0,19.1
47.0,108.0,1143.3,4.3,16.8
48.0,168.0,1155.0,2.7,18.3
49.0,300.0,1166.0,2.3,18.7
50.0,238.0,1176.5,2.8,18.3
51.0,300.0,1148.9,2.1,18.9
52.0,259.0,1160.0,1.5,19.5
53.0,151.0,1148.2,2.9,18.2
54.0,73.0,1146.4,2.5,18.6
55.0,263.0,1135.3,2.6,18.4
56.0,152.0,1133.6,3.7,17.4
57.0,131.0,1123.2,4.4,16.8
58.0,149.0,1135.2,2.3,18.8
59.0,300.0,1146.6,2.7,18.3
60.0,224.0,1180.9,2.8,18.2
61.0,105.0,1196.8,2.9,18.2
62.0,185.0,1205.5,1.5,19.5
63.0,246.0,1203.1,3.1,18.0
64.0,188.0,1200.7,3.6,17.5
65.0,300.0,1233.7,3.3,17.8
66.0,283.0,1241.0,2.7,18.3
67.0,165.0,1261.2,1.4,19.6
68.0,184.0,1245.3,2.7,18.3
69.0,116.0,1242.4,1.4,19.6
70.0,300.0,1262.3,5.1,15.9
71.0,131.0,1246.6,2.2,18.9
72.0,266.0,1218.9,7.1,13.9
73.0,250.0,1216.4,1.7,19.3
74.0,240.0,1189.8,2.2,18.9
75.0,150.0,1187.7,3.7,17.3
76.0,300.0,1185.6,2.4,18.6
77.0,237.0,1207.6,3.3,17.7
78.0,245.0,1215.5,4.5,16.6
79.0,124.0,1223.0,2.4,18.6
80.0,255.0,1196.7,2.3,18.7
81.0,161.0,1194.6,3.4,17.6
82.0,210.0,1202.8,1.7,19.4
83.0,170.0,1200.6,2.2,18.8
84.0,300.0,1198.4,2.2,18.8
85.0,170.0,1186.3,1.7,19.3
86.0,183.0,1174.7,3.5,17.6
87.0,208.0,1172.9,1.8,19.2
88.0,143.0,1171.0,3.7,17.3
89.0,88.0,1169.2,1.8,19.2
90.0,194.0,1167.4,2.1,19.0
91.0,184.0,1165.6,4.3,16.8
92.0,152.0,1163.8,1.9,19.2
93.0,300.0,1162.0,5.4,15.6
94.0,183.0,1160.3,2.9,18.1
95.0,132.0,1137.3,4.0,17.2
96.0,151.0,1147.3,1.9,19.1
97.0,297.0,1177.7,1.6,19.4
98.0,87.0,1175.8,1.7,19.3
99.0,263.0,1184.3,4.7,16.3
100.0,156.0,1173.3,3.8,17.3
101.0,300.0,1150.2,1.9,19.2
102.0,156.0,1159.5,2.7,18.4
103.0,149.0,1149.6,3.3,17.8
104.0,178.0,1140.1,2.6,18.5
105.0,111.0,1118.4,1.8,19.2
106.0,254.0,1110.1,1.8,19.2
107.0,300.0,1102.0,3.1,17.9
108.0,249.0,1125.4,2.9,18.2
109.0,260.0,1135.5,3.3,17.7
110.0,300.0,1145.3,2.8,18.2
111.0,80.0,1154.6,3.6,17.4
112.0,280.0,1132.8,3.1,18.0
113.0,215.0,1142.5,2.9,18.2
114.0,238.0,1164.1,2.9,18.2
115.0,84.0,1154.3,2.7,18.3
116.0,114.0,1175.4,2.8,18.3
117.0,210.0,1153.1,2.5,18.5
118.0,103.0,1174.1,2.8,18.2
119.0,189.0,1164.0,2.5,18.5
120.0,300.0,1184.5,3.3,17.7
121.0,98.0,1204.2,1.1,19.9
122.0,300.0,1181.2,2.2,18.8
123.0,207.0,1179.4,2.3,18.7
124.0,137.0,1187.3,2.0,19.0
125.0,190.0,1185.4,2.3,18.7
126.0,157.0,1193.1,2.8,18.2
127.0,171.0,1191.2,2.4,18.6
128.0,109.0,1180.6,2.2,18.9
129.0,107.0,1170.4,1.3,19.7
130.0,149.0,1168.7,2.2,18.8
131.0,101.0,1159.0,2.6,18.5
132.0,128.0,1157.5,1.6,19.4
133.0,300.0,1155.9,3.2,17.8
134.0,300.0,1176.2,3.6,17.4
135.0,191.0,1181.0,2.2,18.8
136.0,81.0,1174.0,2.8,18.2
137.0,179.0,1181.8,1.8,19.2
138.0,300.0,1180.1,4.1,17.1
139.0,154.0,1178.4,2.5,18.5
140.0,263.0,1168.5,1.5,19.5
141.0,268.0,1166.9,2.8,18.3
142.0,175.0,1165.3,2.3,18.7
143.0,212.0,1144.4,2.9,18.1
144.0,107.0,1143.0,2.0,19.0
145.0,246.0,1141.6,2.6,18.4
146.0,261.0,1140.2,3.3,17.7
147.0,254.0,1138.8,3.2,17.9
148.0,300.0,1147.7,2.5,18.5
149.0,227.0,1167.7,2.6,18.4
150.0,244.0,1187.0,2.7,18.3
151.0,268.0,1194.3,3.4,17.7
152.0,169.0,1184.0,2.7,18.4
153.0,193.0,1191.3,2.2,18.8
154.0,207.0,1189.6,3.0,18.1
155.0,241.0,1207.9,2.2,18.8
156.0,195.0,1186.1,3.9,17.1
157.0,180.0,1193.3,2.4,18.6
158.0,223.0,1200.3,3.3,17.7
159.0,171.0,1207.1,4.4,16.7
160.0,271.0,1224.6,2.5,18.5
